,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
79401,Punjab Circle,Punjab West Region,Bhatinda Division,Harrai Pur BO,151201,BO,Delivery,BATHINDA,PUNJAB,30.3016,74.8206
79402,Punjab Circle,Punjab West Region,Bhatinda Division,Janda Wala BO,151201,BO,Delivery,BATHINDA,PUNJAB,30.3016,74.8206
79403,Punjab Circle,Punjab West Region,Bhatinda Division,Jeeda BO,151201,BO,Delivery,BATHINDA,PUNJAB,30.3737,74.9884
79404,Punjab Circle,Punjab West Region,Bhatinda Division,Kusla BO,151506,BO,Delivery,MANSA,PUNJAB,29.7991,75.2348
79405,Punjab Circle,Punjab West Region,Bhatinda Division,Aklia BO,151510,BO,Delivery,MANSA,PUNJAB,30.14507,75.42302
79443,Punjab Circle,DivReportingCircle,Sangrur Division,Kandhargarh BO,148018,BO,Delivery,SANGRUR,PUNJAB,30.371303,75.982607
79444,Punjab Circle,DivReportingCircle,Sangrur Division,Batriana BO,148026,BO,Delivery,SANGRUR,PUNJAB,30.205875,75.994216
79445,Punjab Circle,DivReportingCircle,Sangrur Division,Bhattiwal Kalan BO,148026,BO,Delivery,SANGRUR,PUNJAB,30.213553,76.038733
79446,Punjab Circle,DivReportingCircle,Sangrur Division,Channo BO,148026,BO,Delivery,SANGRUR,PUNJAB,30.270181,76.171128
79447,Punjab Circle,DivReportingCircle,Sangrur Division,Lad Banjara BO,148030,BO,Delivery,SANGRUR,PUNJAB,29.989595,75.982607
79448,Punjab Circle,DivReportingCircle,Sangrur Division,Mojowal BO,148030,BO,Delivery,SANGRUR,PUNJAB,30.021223,75.779299
79449,Punjab Circle,DivReportingCircle,Sangrur Division,Nangla BO,148030,BO,Delivery,SANGRUR,PUNJAB,79.867887,75.199041
79450,Punjab Circle,DivReportingCircle,Sangrur Division,Mullowal BO,148024,BO,Delivery,SANGRUR,PUNJAB,30.358928,75.74151
79595,Punjab Circle,Punjab West Region,Kapurthala Division,Nihaluwal BO,144701,BO,Delivery,JALANDHAR,PUNJAB,31.125809,75.473291
79596,Punjab Circle,Punjab West Region,Kapurthala Division,Rupewali BO,144701,BO,Delivery,JALANDHAR,PUNJAB,31.125808,75.473292
79597,Punjab Circle,Punjab West Region,Kapurthala Division,Lidhran BO,144040,BO,Delivery,JALANDHAR,PUNJAB,31.3203,75.5908
79598,Punjab Circle,Punjab West Region,Kapurthala Division,Malri BO,144040,BO,Delivery,JALANDHAR,PUNJAB,31.1343615,75.4756519
79599,Punjab Circle,Punjab West Region,Kapurthala Division,Nawanpind Jattan BO,144040,BO,Delivery,JALANDHAR,PUNJAB,31.1449,75.4852
79600,Punjab Circle,Punjab West Region,Kapurthala Division,Nurpur BO,144040,BO,Delivery,JALANDHAR,PUNJAB,31.3645325,75.6031295
79601,Punjab Circle,Punjab West Region,Kapurthala Division,Tut Kalan BO,144040,BO,Delivery,JALANDHAR,PUNJAB,31.1449,75.4852
79615,Punjab Circle,DivReportingCircle,Patiala Division,Agol BO,147202,BO,Delivery,PATIALA,PUNJAB,30.45,76.2
79616,Punjab Circle,DivReportingCircle,Patiala Division,Fatehpur BO,147202,BO,Delivery,PATIALA,PUNJAB,30.53,76.15
79617,Punjab Circle,DivReportingCircle,Patiala Division,Mangewal BO,147202,BO,Delivery,PATIALA,PUNJAB,30.49,76.21
79618,Punjab Circle,DivReportingCircle,Patiala Division,Ramgarh BO,147202,BO,Delivery,PATIALA,PUNJAB,30.52,76.24
79619,Punjab Circle,DivReportingCircle,Patiala Division,Tohra BO,147104,BO,Delivery,PATIALA,PUNJAB,30.51,76.31
79620,Punjab Circle,DivReportingCircle,Patiala Division,Julkan BO,147111,BO,Delivery,PATIALA,PUNJAB,30.18,76.53
79660,Punjab Circle,Punjab West Region,Kapurthala Division,Kotla Surajmal BO,144703,BO,Delivery,JALANDHAR,PUNJAB,31.8362,75.6474
79661,Punjab Circle,Punjab West Region,Kapurthala Division,Nawan Qilla BO,144703,BO,Delivery,JALANDHAR,PUNJAB,31.8362,75.6474
79898,Punjab Circle,Punjab West Region,Faridkot Division,Midda BO,151210,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.2958,74.36929
79899,Punjab Circle,Punjab West Region,Faridkot Division,Panni Wala Fatta BO,151210,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.2958,74.36929
79900,Punjab Circle,Punjab West Region,Faridkot Division,Bhutti Wala BO,152025,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.47753,74.73175
79901,Punjab Circle,Punjab West Region,Faridkot Division,Sham Khera BO,152115,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.7444,74.67895
79902,Punjab Circle,Punjab West Region,Faridkot Division,Bhullar BO,152031,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.4806863,74.5262868
79903,Punjab Circle,Punjab West Region,Faridkot Division,Bhaliana BO,152101,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.198443,74.659027
79939,Punjab Circle,DivReportingCircle,Patiala Division,Balhari Kalan BO,140408,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.63,76.48
79940,Punjab Circle,DivReportingCircle,Patiala Division,Dhangerian BO,140408,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.61,76.5
79941,Punjab Circle,DivReportingCircle,Patiala Division,Harlalpur BO,140406,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.64,76.36
79942,Punjab Circle,DivReportingCircle,Patiala Division,Sadhugarh BO,140406,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.58,76.47
80044,Punjab Circle,DivReportingCircle,Sangrur Division,Rohira BO,148021,BO,Delivery,MALERKOTLA,PUNJAB,30.635831,75.849038
80045,Punjab Circle,DivReportingCircle,Sangrur Division,Jhall BO,148022,BO,Delivery,MALERKOTLA,PUNJAB,30.483118,76.005099
80046,Punjab Circle,DivReportingCircle,Sangrur Division,Bhatian Khurd BO,148018,BO,Delivery,MALERKOTLA,PUNJAB,30.398147,76.015255
80047,Punjab Circle,DivReportingCircle,Sangrur Division,Raisar BO,148101,BO,Delivery,BARNALA,PUNJAB,28.051003,73.481364
80048,Punjab Circle,DivReportingCircle,Sangrur Division,Attar Singh Wala BO,148105,BO,Delivery,BARNALA,PUNJAB,30.10223,74.732244
80049,Punjab Circle,DivReportingCircle,Sangrur Division,Bhathlan BO,148105,BO,Delivery,BARNALA,PUNJAB,30.290524,75.633902
80050,Punjab Circle,DivReportingCircle,Sangrur Division,Kotduna BO,148105,BO,Delivery,BARNALA,PUNJAB,30.188799,75.532037
80095,Punjab Circle,DivReportingCircle,Sangrur Division,Dehliz Kalan BO,148021,BO,Delivery,MALERKOTLA,PUNJAB,30.669546,75.82289
80096,Punjab Circle,DivReportingCircle,Sangrur Division,Jandali Khurd BO,148021,BO,Delivery,MALERKOTLA,PUNJAB,30.668198,75.842501
80097,Punjab Circle,DivReportingCircle,Sangrur Division,Nathu Majra BO,148021,BO,Delivery,MALERKOTLA,PUNJAB,30.647809,75.88099
80098,Punjab Circle,DivReportingCircle,Sangrur Division,Maholi Kalan BO,148021,BO,Delivery,MALERKOTLA,PUNJAB,30.62427,75.757499
80099,Punjab Circle,DivReportingCircle,Sangrur Division,Banbhaura BO,148022,BO,Delivery,MALERKOTLA,PUNJAB,30.466599,75.950678
80100,Punjab Circle,DivReportingCircle,Sangrur Division,Bathan BO,148022,BO,Delivery,MALERKOTLA,PUNJAB,30.51024,76.014529
80101,Punjab Circle,DivReportingCircle,Sangrur Division,Jabbomajra BO,148022,BO,Delivery,MALERKOTLA,PUNJAB,30.563236,76.060948
80102,Punjab Circle,DivReportingCircle,Sangrur Division,Sekha BO,148024,BO,Delivery,BARNALA,PUNJAB,33.121121,75.607715
80274,Punjab Circle,Punjab West Region,Bhatinda Division,Ahlupur BO,151507,BO,Delivery,MANSA,PUNJAB,29.9833,75.3832
80275,Punjab Circle,Punjab West Region,Bhatinda Division,Mankhera BO,151507,BO,Delivery,MANSA,PUNJAB,29.5819,75.2355
80276,Punjab Circle,Punjab West Region,Bhatinda Division,Nahran BO,151507,BO,Delivery,MANSA,PUNJAB,29.6147,75.2618
80277,Punjab Circle,Punjab West Region,Bhatinda Division,Jiwan Singh Wala BO,151302,BO,Delivery,BATHINDA,PUNJAB,30.0582,75.0304
80278,Punjab Circle,Punjab West Region,Bhatinda Division,Natheha BO,151302,BO,Delivery,BATHINDA,PUNJAB,29.8423,75.1728
80279,Punjab Circle,Punjab West Region,Bhatinda Division,Singo BO,151302,BO,Delivery,BATHINDA,PUNJAB,29.9092,75.1589
80290,Punjab Circle,Punjab West Region,Faridkot Division,Daula BO,152101,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.19844,74.65903
80291,Punjab Circle,Punjab West Region,Faridkot Division,Madhir BO,152101,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.28235,74.6746
80292,Punjab Circle,Punjab West Region,Faridkot Division,Tharaj Wala BO,152101,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.5455969,75.103443
80315,Punjab Circle,Punjab West Region,Faridkot Division,Fatehgarh Dabri Khana BO,151205,BO,Delivery,FARIDKOT,PUNJAB,30.43677,74.99656
80316,Punjab Circle,Punjab West Region,Faridkot Division,Seda Singh Wala BO,151205,BO,Delivery,FARIDKOT,PUNJAB,30.43677,74.99656
80317,Punjab Circle,Punjab West Region,Faridkot Division,Kammiana BO,151213,BO,Delivery,FARIDKOT,PUNJAB,30.6455,74.7365
80318,Punjab Circle,Punjab West Region,Faridkot Division,Moranwali BO,151213,BO,Delivery,FARIDKOT,PUNJAB,30.666709,74.749991
80319,Punjab Circle,Punjab West Region,Faridkot Division,Sukhan Wala BO,151213,BO,Delivery,FARIDKOT,PUNJAB,30.6455,74.7365
80320,Punjab Circle,Punjab West Region,Faridkot Division,Quila Nau BO,151213,BO,Delivery,FARIDKOT,PUNJAB,30.6455,74.7365
80321,Punjab Circle,Punjab West Region,Faridkot Division,Ghugiana BO,151214,BO,Delivery,FARIDKOT,PUNJAB,30.666708,74.749992
80322,Punjab Circle,Punjab West Region,Faridkot Division,Chaina BO,151202,BO,Delivery,FARIDKOT,PUNJAB,30.4508351,74.8828694
80323,Punjab Circle,Punjab West Region,Faridkot Division,Gumti Khurd BO,151202,BO,Delivery,FARIDKOT,PUNJAB,30.4570499,75.660073
80324,Punjab Circle,Punjab West Region,Faridkot Division,Dhaipai BO,151204,BO,Delivery,FARIDKOT,PUNJAB,30.5076123,74.830084
80710,Punjab Circle,Punjab West Region,Kapurthala Division,Raipur Arryan BO,144624,BO,Delivery,KAPURTHALA,PUNJAB,31.52735,75.40625
80711,Punjab Circle,Punjab West Region,Kapurthala Division,Talwara BO,144624,BO,Delivery,KAPURTHALA,PUNJAB,31.5423307,75.5058251
80712,Punjab Circle,DivReportingCircle,Patiala Division,Mullepur BO,147004,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.84,75.67
81205,Punjab Circle,Punjab West Region,Bhatinda Division,Gobindpura BO,151501,BO,Delivery,MANSA,PUNJAB,30.2792,75.0158
81206,Punjab Circle,Punjab West Region,Bhatinda Division,Kishangarh Saide Singh Wala BO,151501,BO,Delivery,MANSA,PUNJAB,29.9126,75.7313
81207,Punjab Circle,Punjab West Region,Bhatinda Division,Sardargarh BO,151005,BO,Delivery,BATHINDA,PUNJAB,25.2331,73.9889
81208,Punjab Circle,Punjab West Region,Bhatinda Division,Kot Shamir BO,151005,BO,Delivery,BATHINDA,PUNJAB,30.1135,75.0085
81209,Punjab Circle,Punjab West Region,Bhatinda Division,Guru Sar Sehne Wala BO,151005,BO,Delivery,BATHINDA,PUNJAB,30.1087,75.091
81210,Punjab Circle,Punjab West Region,Bhatinda Division,Maluka BO,151206,BO,Delivery,BATHINDA,PUNJAB,30.4295,75.0545
81211,Punjab Circle,Punjab West Region,Bhatinda Division,Ghanda Bana BO,151106,BO,Delivery,BATHINDA,PUNJAB,30.4159,75.2726
81212,Punjab Circle,Punjab West Region,Bhatinda Division,Khiala Kalan BO,151508,BO,Delivery,MANSA,PUNJAB,31.6688,74.7044
81213,Punjab Circle,Punjab West Region,Bhatinda Division,Hiron Kalan BO,151504,BO,Delivery,MANSA,PUNJAB,30.118,75.6292
81214,Punjab Circle,Punjab West Region,Bhatinda Division,Khiwa Khurd BO,151504,BO,Delivery,MANSA,PUNJAB,30.1264,75.5735
81215,Punjab Circle,Punjab West Region,Bhatinda Division,Bhucho Kalan BO,151101,BO,Delivery,BATHINDA,PUNJAB,30.2376,75.0816
81359,Punjab Circle,Punjab West Region,Amritsar Division,Khabedogran BO,143402,BO,Delivery,Tarn Taran,PUNJAB,31.5,74.97
81360,Punjab Circle,Punjab West Region,Amritsar Division,Qilla Kavi Santokh BO,143402,BO,Delivery,Tarn Taran,PUNJAB,31.47,74.87
81522,Punjab Circle,Punjab West Region,Bhatinda Division,Chak Bakhtu BO,151101,BO,Delivery,BATHINDA,PUNJAB,30.19,75.121
81523,Punjab Circle,Punjab West Region,Bhatinda Division,Alampur Mandra BO,151503,BO,Delivery,MANSA,PUNJAB,29.8226,75.448
81524,Punjab Circle,Punjab West Region,Bhatinda Division,Tahlian BO,151503,BO,Delivery,MANSA,PUNJAB,29.8741,75.4607
81525,Punjab Circle,Punjab West Region,Bhatinda Division,Alampur Bodla BO,151502,BO,Delivery,MANSA,PUNJAB,30.0199,75.671
81526,Punjab Circle,Punjab West Region,Bhatinda Division,Bareh BO,151502,BO,Delivery,MANSA,PUNJAB,29.9237,75.5642
81527,Punjab Circle,Punjab West Region,Bhatinda Division,Borewal BO,151502,BO,Delivery,MANSA,PUNJAB,29.9916,75.4004
81528,Punjab Circle,Punjab West Region,Bhatinda Division,Dodra BO,151502,BO,Delivery,MANSA,PUNJAB,29.9788,75.6252
81529,Punjab Circle,Punjab West Region,Bhatinda Division,Hodla Kalan BO,151502,BO,Delivery,MANSA,PUNJAB,30.0515,75.6114
81530,Punjab Circle,Punjab West Region,Bhatinda Division,Lehra Khanna BO,151111,BO,Delivery,BATHINDA,PUNJAB,30.2234,75.1414
81531,Punjab Circle,Punjab West Region,Bhatinda Division,Deon BO,151002,BO,Delivery,BATHINDA,PUNJAB,30.21,74.9329
81532,Punjab Circle,Punjab West Region,Bhatinda Division,Akalia Kalan BO,151201,BO,Delivery,BATHINDA,PUNJAB,30.3462,74.905
81533,Punjab Circle,Punjab West Region,Bhatinda Division,Bhokhra BO,151201,BO,Delivery,BATHINDA,PUNJAB,25.0055,83.6707
81534,Punjab Circle,Punjab West Region,Bhatinda Division,Khemuana BO,151201,BO,Delivery,BATHINDA,PUNJAB,30.211,74.9454
81535,Punjab Circle,Punjab West Region,Bhatinda Division,Fatta Maluka BO,151506,BO,Delivery,MANSA,PUNJAB,30.1401,74.9395
81536,Punjab Circle,Punjab West Region,Bhatinda Division,Jhanduke BO,151506,BO,Delivery,MANSA,PUNJAB,30.1617,75.1443
81537,Punjab Circle,Punjab West Region,Bhatinda Division,Lallian Wali BO,151506,BO,Delivery,MANSA,PUNJAB,30.14015,74.9395
81538,Punjab Circle,Punjab West Region,Bhatinda Division,Moffar BO,151506,BO,Delivery,MANSA,PUNJAB,29.7768,75.4192
81732,Punjab Circle,DivReportingCircle,Patiala Division,Khanaura BO,147202,BO,Delivery,PATIALA,PUNJAB,30.53,76.19
81733,Punjab Circle,DivReportingCircle,Patiala Division,Matrauda BO,147202,BO,Delivery,PATIALA,PUNJAB,30.52,76.18
81734,Punjab Circle,DivReportingCircle,Patiala Division,Sakrali BO,147202,BO,Delivery,PATIALA,PUNJAB,30.47,76.24
81735,Punjab Circle,DivReportingCircle,Patiala Division,Tarkheri BO,147104,BO,Delivery,PATIALA,PUNJAB,30.53,76.3
82173,Punjab Circle,Punjab West Region,Amritsar Division,Thothian BO,143111,BO,Delivery,AMRITSAR,PUNJAB,31.55,75.15
82174,Punjab Circle,Punjab West Region,Amritsar Division,Gilwali BO,143022,BO,Delivery,AMRITSAR,PUNJAB,31.58,74.88
82175,Punjab Circle,Punjab West Region,Amritsar Division,Mehma BO,143022,BO,Delivery,AMRITSAR,PUNJAB,31.63,74.87
82176,Punjab Circle,Punjab West Region,Amritsar Division,Daburji BO,143022,BO,Delivery,AMRITSAR,PUNJAB,31.6,74.95
82177,Punjab Circle,Punjab West Region,Amritsar Division,Dadupura BO,143601,BO,Delivery,AMRITSAR,PUNJAB,31.77,74.94
82178,Punjab Circle,Punjab West Region,Amritsar Division,Jalalpura BO,143601,BO,Delivery,AMRITSAR,PUNJAB,31.77,75.01
82179,Punjab Circle,Punjab West Region,Amritsar Division,Marari Kalan BO,143601,BO,Delivery,AMRITSAR,PUNJAB,31.77,75.05
82180,Punjab Circle,Punjab West Region,Amritsar Division,Sohian Kalan BO,143601,BO,Delivery,AMRITSAR,PUNJAB,31.75,74.92
82353,Punjab Circle,Punjab West Region,Hoshiarpur Division,Jahan Khelan BO,146110,BO,Delivery,HOSHIARPUR,PUNJAB,31.24,75.23
82354,Punjab Circle,Punjab West Region,Hoshiarpur Division,Kharkan Camp BO,146110,BO,Delivery,HOSHIARPUR,PUNJAB,31.63,75.41
82355,Punjab Circle,Punjab West Region,Hoshiarpur Division,Mehlanwali BO,146110,BO,Delivery,HOSHIARPUR,PUNJAB,31.42,75.96
82356,Punjab Circle,Punjab West Region,Hoshiarpur Division,Behbalpur BO,144519,BO,Delivery,HOSHIARPUR,PUNJAB,31.65,75.58
82357,Punjab Circle,Punjab West Region,Hoshiarpur Division,Mananhana BO,144519,BO,Delivery,HOSHIARPUR,PUNJAB,31.04,75.41
82358,Punjab Circle,Punjab West Region,Hoshiarpur Division,Thinda BO,144519,BO,Delivery,HOSHIARPUR,PUNJAB,31.81726,75.657304
82359,Punjab Circle,DivReportingCircle,Patiala Division,Naraingarh BO,147203,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.6,76.25
82360,Punjab Circle,DivReportingCircle,Patiala Division,Samaspur BO,147203,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.87,76.36
82507,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rattangarh BO,141127,BO,Delivery,LUDHIANA,PUNJAB,30.943691,76.070374
82618,Punjab Circle,Punjab West Region,Bhatinda Division,Balloh BO,151510,BO,Delivery,BATHINDA,PUNJAB,30.14507,75.42302
82619,Punjab Circle,Punjab West Region,Bhatinda Division,Akkanwali BO,151505,BO,Delivery,MANSA,PUNJAB,29.983309,75.383291
83044,Punjab Circle,DivReportingCircle,Patiala Division,Aero Kalan BO,147111,BO,Delivery,PATIALA,PUNJAB,30.15,76.63
83045,Punjab Circle,DivReportingCircle,Patiala Division,Devinagar BO,147111,BO,Delivery,PATIALA,PUNJAB,30.2,76.48
83046,Punjab Circle,DivReportingCircle,Patiala Division,Gharam BO,147111,BO,Delivery,PATIALA,PUNJAB,30.11,76.49
83047,Punjab Circle,Punjab West Region,Amritsar Division,Pandori Takhtmal BO,143402,BO,Delivery,Tarn Taran,PUNJAB,31.44645,74.94355
83048,Punjab Circle,Punjab West Region,Amritsar Division,Palasaur BO,143402,BO,Delivery,Tarn Taran,PUNJAB,31.44,74.89
83049,Punjab Circle,Punjab West Region,Amritsar Division,Pandori Ransingh BO,143402,BO,Delivery,Tarn Taran,PUNJAB,31.44645,74.94
83362,Punjab Circle,DivReportingCircle,Patiala Division,Badali Ala Singh BO,140408,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.61,76.38
83363,Punjab Circle,DivReportingCircle,Patiala Division,Khera BO,140408,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.63,76.42
83364,Punjab Circle,DivReportingCircle,Patiala Division,Mahadian BO,140406,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.65,76.41
83365,Punjab Circle,DivReportingCircle,Patiala Division,Makrampur BO,140408,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.64,76.49
83366,Punjab Circle,DivReportingCircle,Patiala Division,Rajindergarh BO,140406,BO,Delivery,FATEHGARH SAHIB,PUNJAB,21.25,81.69
83367,Punjab Circle,DivReportingCircle,Patiala Division,Reona Ucha BO,140406,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.66,76.39
83406,Punjab Circle,Punjab West Region,Bhatinda Division,Dharampura BO,151501,BO,Delivery,MANSA,PUNJAB,29.8279,75.6426
83407,Punjab Circle,Punjab West Region,Bhatinda Division,Gehri Baghi BO,151005,BO,Delivery,BATHINDA,PUNJAB,30.1149,74.9603
83408,Punjab Circle,Punjab West Region,Bhatinda Division,Bir Behman BO,151005,BO,Delivery,BATHINDA,PUNJAB,30.1995,74.8639
83409,Punjab Circle,Punjab West Region,Bhatinda Division,Multania BO,151005,BO,Delivery,BATHINDA,PUNJAB,30.1795,74.8558
83414,Punjab Circle,Punjab West Region,Bhatinda Division,Naruana BO,151005,BO,Delivery,BATHINDA,PUNJAB,30.1638,74.896
83415,Punjab Circle,Punjab West Region,Bhatinda Division,Balluna BO,151005,BO,Delivery,BATHINDA,PUNJAB,30.2236,74.782
83416,Punjab Circle,Punjab West Region,Bhatinda Division,Bibi Wala BO,151005,BO,Delivery,BATHINDA,PUNJAB,30.2549,74.9881
83417,Punjab Circle,Punjab West Region,Bhatinda Division,Nasib Pura BO,151005,BO,Delivery,BATHINDA,PUNJAB,30.0766,75.0005
83418,Punjab Circle,Punjab West Region,Bhatinda Division,Kotha Guru BO,151206,BO,Delivery,BATHINDA,PUNJAB,30.4433,75.0947
83419,Punjab Circle,Punjab West Region,Bhatinda Division,Siryewala BO,151206,BO,Delivery,BATHINDA,PUNJAB,30.4882,75.0451
83420,Punjab Circle,Punjab West Region,Bhatinda Division,Gumti Kalan BO,151106,BO,Delivery,BATHINDA,PUNJAB,30.4261,75.1648
83421,Punjab Circle,Punjab West Region,Bhatinda Division,Khokhar Kalan BO,151508,BO,Delivery,MANSA,PUNJAB,30.0206,75.3427
83422,Punjab Circle,Punjab West Region,Bhatinda Division,Tamkot BO,151508,BO,Delivery,MANSA,PUNJAB,30.0646,75.4068
83423,Punjab Circle,Punjab West Region,Bhatinda Division,Khiwa Kalan BO,151504,BO,Delivery,MANSA,PUNJAB,30.1055,75.5699
83424,Punjab Circle,Punjab West Region,Bhatinda Division,Kotra Kalan BO,151504,BO,Delivery,MANSA,PUNJAB,30.053,75.4901
83425,Punjab Circle,Punjab West Region,Bhatinda Division,Samaon BO,151504,BO,Delivery,MANSA,PUNJAB,30.079,75.5349
83426,Punjab Circle,Punjab West Region,Bhatinda Division,Bhucho Khurd BO,151101,BO,Delivery,BATHINDA,PUNJAB,30.2132,75.0903
83427,Punjab Circle,Punjab West Region,Bhatinda Division,Chak Fateh Sngh Wala BO,151101,BO,Delivery,BATHINDA,PUNJAB,30.1832,75.0994
83428,Punjab Circle,Punjab West Region,Bhatinda Division,Kot Fatta BO,151101,BO,Delivery,BATHINDA,PUNJAB,30.1135,75.0816
83429,Punjab Circle,Punjab West Region,Bhatinda Division,Uddat Saidewala BO,151503,BO,Delivery,MANSA,PUNJAB,29.8214,75.4825
83430,Punjab Circle,Punjab West Region,Bhatinda Division,Datewas BO,151502,BO,Delivery,MANSA,PUNJAB,29.9074,75.6194
83431,Punjab Circle,Punjab West Region,Bhatinda Division,Gurney Kalan BO,151502,BO,Delivery,MANSA,PUNJAB,29.9427,75.563
83432,Punjab Circle,Punjab West Region,Bhatinda Division,Kishangarh Pharwahi BO,151502,BO,Delivery,MANSA,PUNJAB,29.9427,75.563
83433,Punjab Circle,Punjab West Region,Bhatinda Division,Bhisiana BO,151201,BO,Delivery,BATHINDA,PUNJAB,30.2731,74.76
83434,Punjab Circle,Punjab West Region,Bhatinda Division,Burj Mehma BO,151201,BO,Delivery,BATHINDA,PUNJAB,30.2623,74.7995
83435,Punjab Circle,Punjab West Region,Bhatinda Division,Mehma Bhagwana BO,151201,BO,Delivery,BATHINDA,PUNJAB,30.3016,74.8206
83436,Punjab Circle,Punjab West Region,Bhatinda Division,Virk Khurd BO,151201,BO,Delivery,BATHINDA,PUNJAB,30.3016,74.8206
83543,Punjab Circle,Punjab West Region,Bhatinda Division,Chenewala BO,151506,BO,Delivery,MANSA,PUNJAB,30.14015,74.9395
83544,Punjab Circle,Punjab West Region,Bhatinda Division,Ghuddu Wala BO,151506,BO,Delivery,MANSA,PUNJAB,29.811,75.2953
83545,Punjab Circle,Punjab West Region,Bhatinda Division,Jatana Kalan BO,151506,BO,Delivery,MANSA,PUNJAB,29.7633,75.2453
83546,Punjab Circle,Punjab West Region,Bhatinda Division,Malkon BO,151506,BO,Delivery,MANSA,PUNJAB,75.4454,29.8095
83547,Punjab Circle,Punjab West Region,Bhatinda Division,Chauke BO,151510,BO,Delivery,BATHINDA,PUNJAB,30.1824,75.3383
83716,Punjab Circle,Punjab West Region,Kapurthala Division,Manak BO,144402,BO,Delivery,KAPURTHALA,PUNJAB,31.2178,75.7693
83717,Punjab Circle,Punjab West Region,Kapurthala Division,Mirzapur BO,144624,BO,Delivery,KAPURTHALA,PUNJAB,31.5500729,75.3947656
83924,Punjab Circle,DivReportingCircle,Sangrur Division,Chaunda BO,148022,BO,Delivery,MALERKOTLA,PUNJAB,30.510269,76.053696
83925,Punjab Circle,DivReportingCircle,Sangrur Division,Pharwahi BO,148101,BO,Delivery,BARNALA,PUNJAB,30.337949,75.578612
83926,Punjab Circle,DivReportingCircle,Sangrur Division,Thikriwala BO,148101,BO,Delivery,BARNALA,PUNJAB,30.434805,75.524758
83927,Punjab Circle,DivReportingCircle,Sangrur Division,Jangiana BO,148102,BO,Delivery,BARNALA,PUNJAB,30.467801,75.276343
83928,Punjab Circle,DivReportingCircle,Sangrur Division,Sandhu Kalan BO,148102,BO,Delivery,BARNALA,PUNJAB,30.404437,75.319353
84184,Punjab Circle,Punjab West Region,Kapurthala Division,Uggi BO,144623,BO,Delivery,JALANDHAR,PUNJAB,31.374924,75.384212
84185,Punjab Circle,Punjab West Region,Kapurthala Division,Rahimpur BO,144801,BO,Delivery,JALANDHAR,PUNJAB,31.37493,75.384206
84186,Punjab Circle,Punjab West Region,Kapurthala Division,Kang Khurd BO,144629,BO,Delivery,JALANDHAR,PUNJAB,31.0444409,75.7127738
84187,Punjab Circle,Punjab West Region,Kapurthala Division,Nahal BO,144629,BO,Delivery,JALANDHAR,PUNJAB,31.3794,75.3847
84191,Punjab Circle,Punjab West Region,Amritsar Division,Lopoke BO,143109,BO,Delivery,AMRITSAR,PUNJAB,31.72,74.63
84192,Punjab Circle,Punjab West Region,Amritsar Division,Mud Khokhar BO,143109,BO,Delivery,AMRITSAR,PUNJAB,31.78,74.61
84524,Punjab Circle,DivReportingCircle,Sangrur Division,Bhaini Jassan BO,148105,BO,Delivery,BARNALA,PUNJAB,30.266555,75.526942
84525,Punjab Circle,DivReportingCircle,Sangrur Division,Pandher BO,148105,BO,Delivery,BARNALA,PUNJAB,31.832286,74.947853
84526,Punjab Circle,DivReportingCircle,Sangrur Division,Jhaloor BO,148024,BO,Delivery,BARNALA,PUNJAB,30.394459,75.655959
85015,Punjab Circle,DivReportingCircle,Sangrur Division,Bhojowali BO,148017,BO,Delivery,SANGRUR,PUNJAB,30.344886,75.921646
85016,Punjab Circle,DivReportingCircle,Sangrur Division,Balad Kalan BO,148026,BO,Delivery,SANGRUR,PUNJAB,30.258004,76.084151
85017,Punjab Circle,DivReportingCircle,Sangrur Division,Kakra BO,148026,BO,Delivery,SANGRUR,PUNJAB,27.670921,73.668337
85018,Punjab Circle,DivReportingCircle,Sangrur Division,Sakraudi BO,148026,BO,Delivery,SANGRUR,PUNJAB,25.11695,83.058958
