,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
96247,Punjab Circle,Punjab West Region,Bhatinda Division,Malkana BO,151301,BO,Delivery,BATHINDA,PUNJAB,29.9372,75.0334
96248,Punjab Circle,Punjab West Region,Bhatinda Division,Bhagwan Garh BO,151301,BO,Delivery,BATHINDA,PUNJAB,30.0662,74.9231
96249,Punjab Circle,Punjab West Region,Bhatinda Division,Bhunder BO,151103,BO,Delivery,BATHINDA,PUNJAB,30.2086,75.2217
96258,Punjab Circle,DivReportingCircle,Chandigarh Division,Bassian Brahman BO,140413,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96259,Punjab Circle,DivReportingCircle,Chandigarh Division,Marauli Kalan BO,140413,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96260,Punjab Circle,DivReportingCircle,Chandigarh Division,Sakrulapur BO,140413,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96261,Punjab Circle,DivReportingCircle,Chandigarh Division,Daun Majra BO,140301,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96262,Punjab Circle,DivReportingCircle,Chandigarh Division,Jandpur BO,140301,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96263,Punjab Circle,DivReportingCircle,Chandigarh Division,Naya Shehar BO,140301,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96264,Punjab Circle,DivReportingCircle,Chandigarh Division,Palheri BO,140301,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96265,Punjab Circle,DivReportingCircle,Chandigarh Division,Kubaheri BO,140109,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96266,Punjab Circle,DivReportingCircle,Chandigarh Division,Mundhon Kalan BO,140103,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96267,Punjab Circle,DivReportingCircle,Chandigarh Division,Singhpura BO,140103,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96268,Punjab Circle,DivReportingCircle,Chandigarh Division,Geega Majra BO,140307,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96269,Punjab Circle,DivReportingCircle,Chandigarh Division,Jhanjeri BO,140307,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96270,Punjab Circle,DivReportingCircle,Chandigarh Division,Majatri BO,140307,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
96327,Punjab Circle,Punjab West Region,Faridkot Division,Khai BO,142046,BO,Delivery,MOGA,PUNJAB,30.5598021,75.226024
96328,Punjab Circle,DivReportingCircle,Ludhiana City Division,Baggakhurd BO,141008,BO,Delivery,LUDHIANA,PUNJAB,30.95,75.77
96480,Punjab Circle,Punjab West Region,Hoshiarpur Division,Gignowal BO,146113,BO,Delivery,HOSHIARPUR,PUNJAB,31.59,75.88
96481,Punjab Circle,Punjab West Region,Hoshiarpur Division,Sikri BO,146113,BO,Delivery,HOSHIARPUR,PUNJAB,31.53,75.55
96482,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bhagowal BO,146024,BO,Delivery,HOSHIARPUR,PUNJAB,31.515963,75.904004
96483,Punjab Circle,Punjab West Region,Hoshiarpur Division,Ambala Jattan BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.65,31.81
96553,Punjab Circle,DivReportingCircle,Chandigarh Division,Agampur BO,140118,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
96554,Punjab Circle,DivReportingCircle,Chandigarh Division,Hafizabad BO,140111,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
96555,Punjab Circle,DivReportingCircle,Chandigarh Division,Jatana BO,140111,BO,Delivery,RUPNAGAR,PUNJAB,30.7573,76.3715277
96556,Punjab Circle,Punjab West Region,Gurdaspur Division,Ghiala BO,145101,BO,Delivery,PATHANKOT,PUNJAB,32.16,75.65
96557,Punjab Circle,Punjab West Region,Gurdaspur Division,Gurrah BO,145101,BO,Delivery,PATHANKOT,PUNJAB,32.13,75.64
96558,Punjab Circle,Punjab West Region,Gurdaspur Division,Kaunterpur BO,145101,BO,Delivery,PATHANKOT,PUNJAB,32.16,75.61
96559,Punjab Circle,Punjab West Region,Gurdaspur Division,Badhani BO,145001,BO,Delivery,PATHANKOT,PUNJAB,32.33,75.76
96560,Punjab Circle,Punjab West Region,Gurdaspur Division,Chakkar BO,145001,BO,Delivery,PATHANKOT,PUNJAB,32.33,75.77
96561,Punjab Circle,Punjab West Region,Gurdaspur Division,Dharkalan BO,145001,BO,Delivery,PATHANKOT,PUNJAB,32.41,75.79
96562,Punjab Circle,Punjab West Region,Gurdaspur Division,Uchathara BO,145001,BO,Delivery,PATHANKOT,PUNJAB,32.44,75.76
96563,Punjab Circle,Punjab West Region,Gurdaspur Division,Panjore BO,145023,BO,Delivery,PATHANKOT,PUNJAB,32.29,75.56
96564,Punjab Circle,Punjab West Region,Gurdaspur Division,Ranipur BO,145023,BO,Delivery,PATHANKOT,PUNJAB,32.35,75.65
96576,Punjab Circle,DivReportingCircle,Chandigarh Division,Kheri Salabatpur BO,140111,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96577,Punjab Circle,DivReportingCircle,Chandigarh Division,Jhallian Khurd BO,140111,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96578,Punjab Circle,DivReportingCircle,Chandigarh Division,Phool Khurd BO,140111,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96579,Punjab Circle,DivReportingCircle,Chandigarh Division,Daroli BO,140133,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96580,Punjab Circle,DivReportingCircle,Chandigarh Division,Dher BO,140133,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96581,Punjab Circle,DivReportingCircle,Chandigarh Division,Kalitran BO,140133,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96582,Punjab Circle,DivReportingCircle,Chandigarh Division,Katlaur BO,140112,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96583,Punjab Circle,DivReportingCircle,Chandigarh Division,Sandhwan BO,140112,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96584,Punjab Circle,DivReportingCircle,Chandigarh Division,Newkiri Afgana BO,140112,BO,Delivery,RUPNAGAR,PUNJAB,32.054937,75.4541
96585,Punjab Circle,DivReportingCircle,Chandigarh Division,Swamipur BO,140126,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96586,Punjab Circle,DivReportingCircle,Chandigarh Division,Thaluh BO,140123,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96587,Punjab Circle,DivReportingCircle,Chandigarh Division,Lodhi Majra BO,140113,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96623,Punjab Circle,DivReportingCircle,Chandigarh Division,Massewal BO,140115,BO,Delivery,RUPNAGAR,PUNJAB,30.3876944,76.5883888
96624,Punjab Circle,DivReportingCircle,Chandigarh Division,Jhinjari BO,140116,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96625,Punjab Circle,DivReportingCircle,Chandigarh Division,Barsalpur BO,140102,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96626,Punjab Circle,DivReportingCircle,Chandigarh Division,Chaklan BO,140102,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96627,Punjab Circle,DivReportingCircle,Chandigarh Division,Dumna BO,140102,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96628,Punjab Circle,DivReportingCircle,Chandigarh Division,Pathreri Jattan BO,140108,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
96629,Punjab Circle,DivReportingCircle,Chandigarh Division,Purkhali BO,140108,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
96630,Punjab Circle,DivReportingCircle,Chandigarh Division,Rangilpur BO,140108,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
96631,Punjab Circle,DivReportingCircle,Chandigarh Division,Sainfalpur BO,140108,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
96632,Punjab Circle,DivReportingCircle,Chandigarh Division,Nangal Talwara BO,140124,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
96633,Punjab Circle,DivReportingCircle,Chandigarh Division,Katta Sabour B.O,140128,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
96693,Punjab Circle,Punjab West Region,Hoshiarpur Division,Chang Basoa BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.64,31.84
96697,Punjab Circle,Punjab West Region,Hoshiarpur Division,Chipra BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,75.64,31.83
96698,Punjab Circle,Punjab West Region,Hoshiarpur Division,Daddar BO,144221,BO,Delivery,HOSHIARPUR,PUNJAB,31.45,75.64
96699,Punjab Circle,Punjab West Region,Hoshiarpur Division,Ghogra BO,144221,BO,Delivery,HOSHIARPUR,PUNJAB,31.89,75.84
96700,Punjab Circle,Punjab West Region,Hoshiarpur Division,Gobindpur Khun Khun BO,144208,BO,Delivery,HOSHIARPUR,PUNJAB,31.02,75.64
96701,Punjab Circle,Punjab West Region,Hoshiarpur Division,Sataur BO,144208,BO,Delivery,HOSHIARPUR,PUNJAB,30.45,75.89
96702,Punjab Circle,Punjab West Region,Hoshiarpur Division,Behkushala BO,144223,BO,Delivery,HOSHIARPUR,PUNJAB,31.15,75.85
96703,Punjab Circle,Punjab West Region,Hoshiarpur Division,Badla BO,144223,BO,Delivery,HOSHIARPUR,PUNJAB,30.78,75.13
96704,Punjab Circle,Punjab West Region,Hoshiarpur Division,Sarhala Mundian BO,146116,BO,Delivery,HOSHIARPUR,PUNJAB,31.42,75.85
96705,Punjab Circle,Punjab West Region,Hoshiarpur Division,Khunkhun Kalan BO,144305,BO,Delivery,HOSHIARPUR,PUNJAB,31.24,75.14
96706,Punjab Circle,Punjab West Region,Hoshiarpur Division,Berchha BO,144305,BO,Delivery,HOSHIARPUR,PUNJAB,31.15,75.48
96707,Punjab Circle,Punjab West Region,Hoshiarpur Division,Nathupur BO,144202,BO,Delivery,HOSHIARPUR,PUNJAB,31.25,74.63
96708,Punjab Circle,Punjab West Region,Hoshiarpur Division,Saleempur BO,144202,BO,Delivery,HOSHIARPUR,PUNJAB,31.25,75.45
96709,Punjab Circle,Punjab West Region,Hoshiarpur Division,Tahli BO,144202,BO,Delivery,HOSHIARPUR,PUNJAB,31.74,75.12
96710,Punjab Circle,Punjab West Region,Hoshiarpur Division,Khanpur Latifpur BO,144211,BO,Delivery,HOSHIARPUR,PUNJAB,31.5143178,75.911483
96711,Punjab Circle,Punjab West Region,Hoshiarpur Division,Naushera Pattan BO,144211,BO,Delivery,HOSHIARPUR,PUNJAB,31.813226,75.6637375
96712,Punjab Circle,Punjab West Region,Hoshiarpur Division,Abdulapur BO,144214,BO,Delivery,HOSHIARPUR,PUNJAB,30.24,75.89
96713,Punjab Circle,Punjab West Region,Hoshiarpur Division,Lamin Pandori BO,144214,BO,Delivery,HOSHIARPUR,PUNJAB,31.74,75.23
96714,Punjab Circle,Punjab West Region,Hoshiarpur Division,Talwandi Dadian BO,144204,BO,Delivery,HOSHIARPUR,PUNJAB,31.42,75.85
96715,Punjab Circle,Punjab West Region,Hoshiarpur Division,Todarpur BO,144404,BO,Delivery,HOSHIARPUR,PUNJAB,31.02,75.46
96716,Punjab Circle,Punjab West Region,Hoshiarpur Division,Mehtiana BO,144404,BO,Delivery,HOSHIARPUR,PUNJAB,31.23,75.42
96717,Punjab Circle,Punjab West Region,Hoshiarpur Division,Dihana BO,144406,BO,Delivery,HOSHIARPUR,PUNJAB,30.45,75.42
96718,Punjab Circle,Punjab West Region,Hoshiarpur Division,Ram Colony Camp BO,146023,BO,Delivery,HOSHIARPUR,PUNJAB,31.42,75.46
96719,Punjab Circle,Punjab West Region,Hoshiarpur Division,Kalewal Bhagtan BO,146102,BO,Delivery,HOSHIARPUR,PUNJAB,31.69,75.54
96720,Punjab Circle,Punjab West Region,Hoshiarpur Division,Naru Nangal BO,146102,BO,Delivery,HOSHIARPUR,PUNJAB,31.52,75.62
96721,Punjab Circle,Punjab West Region,Hoshiarpur Division,Singhpur BO,146102,BO,Delivery,HOSHIARPUR,PUNJAB,31.52,75.96
96722,Punjab Circle,Punjab West Region,Hoshiarpur Division,Jangliana BO,146103,BO,Delivery,HOSHIARPUR,PUNJAB,31.21,75.45
96723,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bajrawar BO,146104,BO,Delivery,HOSHIARPUR,PUNJAB,31.02,75.42
96724,Punjab Circle,Punjab West Region,Hoshiarpur Division,Patti BO,146104,BO,Delivery,HOSHIARPUR,PUNJAB,31.06,75.42
96725,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bhawanipur BO,144523,BO,Delivery,HOSHIARPUR,PUNJAB,31.21,75.84
96726,Punjab Circle,Punjab West Region,Hoshiarpur Division,Kalewal BO,144523,BO,Delivery,HOSHIARPUR,PUNJAB,31.56,75.11
96727,Punjab Circle,Punjab West Region,Hoshiarpur Division,Mehand Wani BO,144523,BO,Delivery,HOSHIARPUR,PUNJAB,31.16,75.84
96830,Punjab Circle,Punjab West Region,Hoshiarpur Division,Aiman Jattan BO,144520,BO,Delivery,HOSHIARPUR,PUNJAB,31.03,75.81
96831,Punjab Circle,Punjab West Region,Hoshiarpur Division,Mustapur BO,146024,BO,Delivery,HOSHIARPUR,PUNJAB,31.25,74.89
96832,Punjab Circle,Punjab West Region,Hoshiarpur Division,Manguawal Nari BO,146024,BO,Delivery,HOSHIARPUR,PUNJAB,31.25,74.12
96833,Punjab Circle,Punjab West Region,Hoshiarpur Division,Basiala BO,144527,BO,Delivery,HOSHIARPUR,PUNJAB,31.25,74.56
96834,Punjab Circle,Punjab West Region,Hoshiarpur Division,Gajjar BO,144530,BO,Delivery,HOSHIARPUR,PUNJAB,31.69,75.81
96835,Punjab Circle,Punjab West Region,Hoshiarpur Division,Rampur Jhanjowal BO,144530,BO,Delivery,HOSHIARPUR,PUNJAB,31.56,75.84
96836,Punjab Circle,DivReportingCircle,Patiala Division,Ramgarh BO,147201,BO,Delivery,PATIALA,PUNJAB,30.52,76.24
96837,Punjab Circle,DivReportingCircle,Patiala Division,Rohta BO,147201,BO,Delivery,PATIALA,PUNJAB,30.38,76.18
96838,Punjab Circle,DivReportingCircle,Patiala Division,Sular BO,147007,BO,Delivery,PATIALA,PUNJAB,30.34,76.35
96839,Punjab Circle,DivReportingCircle,Patiala Division,Saphera BO,147007,BO,Delivery,PATIALA,PUNJAB,30.25,76.39
96840,Punjab Circle,DivReportingCircle,Patiala Division,Beharjach BO,147105,BO,Delivery,PATIALA,PUNJAB,29.86,76.23
96841,Punjab Circle,DivReportingCircle,Patiala Division,Kartarpur BO,147105,BO,Delivery,PATIALA,PUNJAB,30.31,76.48
96842,Punjab Circle,DivReportingCircle,Patiala Division,Nial BO,147105,BO,Delivery,PATIALA,PUNJAB,29.97,76.06
96843,Punjab Circle,DivReportingCircle,Patiala Division,Balbera BO,147101,BO,Delivery,PATIALA,PUNJAB,30.17,76.42
96844,Punjab Circle,DivReportingCircle,Patiala Division,Dhainthal BO,147101,BO,Delivery,PATIALA,PUNJAB,30.23,76.23
96845,Punjab Circle,DivReportingCircle,Patiala Division,Gajewas BO,147101,BO,Delivery,PATIALA,PUNJAB,30.2,76.1
96846,Punjab Circle,DivReportingCircle,Patiala Division,Kamalpur BO,147101,BO,Delivery,PATIALA,PUNJAB,30.13,76.28
96847,Punjab Circle,DivReportingCircle,Patiala Division,Talwandi Malik BO,147101,BO,Delivery,PATIALA,PUNJAB,30.17,76.06
96848,Punjab Circle,DivReportingCircle,Patiala Division,Bhankher BO,147103,BO,Delivery,PATIALA,PUNJAB,30.27,76.52
96849,Punjab Circle,DivReportingCircle,Patiala Division,Lang BO,147006,BO,Delivery,PATIALA,PUNJAB,30.41,76.35
96850,Punjab Circle,DivReportingCircle,Patiala Division,Bakshiwala BO,147006,BO,Delivery,PATIALA,PUNJAB,30.52,76.54
96851,Punjab Circle,DivReportingCircle,Patiala Division,Karala BO,140601,BO,Delivery,PATIALA,PUNJAB,30.5,76.8
96852,Punjab Circle,DivReportingCircle,Patiala Division,Khanpur BO,140701,BO,Delivery,PATIALA,PUNJAB,30.48,76.54
96853,Punjab Circle,DivReportingCircle,Patiala Division,Dhuman BO,140602,BO,Delivery,PATIALA,PUNJAB,30.56,76.6
96881,Punjab Circle,Punjab West Region,Kapurthala Division,Kudowal BO,144803,BO,Delivery,JALANDHAR,PUNJAB,31.4927899,75.4620901
96882,Punjab Circle,Punjab West Region,Kapurthala Division,Jallowal Madhopur BO,144623,BO,Delivery,JALANDHAR,PUNJAB,31.26957,75.40631
96975,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Binjal BO,142032,BO,Delivery,LUDHIANA,PUNJAB,30.687615,75.532037
96976,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Jhorran BO,142032,BO,Delivery,LUDHIANA,PUNJAB,30.640137,75.485447
96977,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Nathowal BO,142032,BO,Delivery,LUDHIANA,PUNJAB,30.612156,75.511656
96978,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Nanaksar BO,142036,BO,Delivery,LUDHIANA,PUNJAB,30.801516,75.421362
96979,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Kailey BO,141107,BO,Delivery,LUDHIANA,PUNJAB,30.709309,75.674628
96980,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Litter BO,141107,BO,Delivery,LUDHIANA,PUNJAB,37.797042,122.4347900-
96981,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rajoana Kalan BO,141107,BO,Delivery,LUDHIANA,PUNJAB,30.725007,75.595347
96982,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Lakha BO,142031,BO,Delivery,LUDHIANA,PUNJAB,30.640218,75.449039
96983,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dhaipai BO,142029,BO,Delivery,LUDHIANA,PUNJAB,30.779544,75.724065
96984,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dholan Kalan BO,142029,BO,Delivery,LUDHIANA,PUNJAB,30.801989,75.786565
96985,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Mansuran BO,142029,BO,Delivery,LUDHIANA,PUNJAB,30.80594,75.758952
96986,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Sujapur BO,142030,BO,Delivery,LUDHIANA,PUNJAB,25.069081,88.137679
96987,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Hans Kalan BO,142030,BO,Delivery,LUDHIANA,PUNJAB,30.760554,75.555327
96988,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Lalton Khurd BO,142022,BO,Delivery,LUDHIANA,PUNJAB,30.853737,75.758952
96989,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Thakarwal BO,142022,BO,Delivery,LUDHIANA,PUNJAB,30.842513,75.795889
96990,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dev Nagar BO,142022,BO,Delivery,LUDHIANA,PUNJAB,28.655408,77.185181
96991,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Malakpur BO,142027,BO,Delivery,LUDHIANA,PUNJAB,30.928116,75.739329
96992,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Pamali BO,142021,BO,Delivery,LUDHIANA,PUNJAB,30.824324,75.747324
96993,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Raqba BO,141422,BO,Delivery,LUDHIANA,PUNJAB,30.813234,75.648448
96994,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Jangpura BO,141101,BO,Delivery,LUDHIANA,PUNJAB,28.582103,77.248525
96995,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Mandiani BO,141101,BO,Delivery,LUDHIANA,PUNJAB,30.842512,75.633902
96996,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Mullanpur BO,141101,BO,Delivery,LUDHIANA,PUNJAB,30.799324,76.742344
96997,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Pandori BO,141101,BO,Delivery,LUDHIANA,PUNJAB,33.094868,73.617562
96998,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Bhanohar BO,141102,BO,Delivery,LUDHIANA,PUNJAB,30.84853,75.712434
97045,Punjab Circle,DivReportingCircle,Patiala Division,Chalheri BO,140402,BO,Delivery,PATIALA,PUNJAB,30.49,76.68
97046,Punjab Circle,DivReportingCircle,Patiala Division,Suhron BO,140402,BO,Delivery,PATIALA,PUNJAB,30.43,76.6
97047,Punjab Circle,DivReportingCircle,Patiala Division,Khadauli BO,140402,BO,Delivery,PATIALA,PUNJAB,30.45,76.56
97048,Punjab Circle,DivReportingCircle,Patiala Division,Bhedwal BO,140402,BO,Delivery,PATIALA,PUNJAB,30.49,76.51
97049,Punjab Circle,DivReportingCircle,Patiala Division,Ugani BO,140402,BO,Delivery,PATIALA,PUNJAB,30.53,76.54
97050,Punjab Circle,DivReportingCircle,Patiala Division,Gadapur BO,140417,BO,Delivery,PATIALA,PUNJAB,30.4,76.7
97051,Punjab Circle,DivReportingCircle,Patiala Division,Kheri Gurna BO,140417,BO,Delivery,PATIALA,PUNJAB,30.48,76.72
97052,Punjab Circle,DivReportingCircle,Patiala Division,Thuha BO,140417,BO,Delivery,PATIALA,PUNJAB,30.5,76.66
97053,Punjab Circle,Punjab West Region,Hoshiarpur Division,Aduana BO,144521,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.42,75.84
97054,Punjab Circle,Punjab West Region,Hoshiarpur Division,Mehatpur Oladini BO,144521,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.42,75.06
97055,Punjab Circle,Punjab West Region,Hoshiarpur Division,Udhanwal BO,144521,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.42,75.54
97056,Punjab Circle,Punjab West Region,Hoshiarpur Division,Banah BO,144522,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.25,75.14
97057,Punjab Circle,Punjab West Region,Hoshiarpur Division,Majara Jattan BO,144522,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.04,75.96
97161,Punjab Circle,DivReportingCircle,Chandigarh Division,Chhatt BO,140603,BO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
97162,Punjab Circle,DivReportingCircle,Chandigarh Division,Dayalpur Sodhian BO,140603,BO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
97163,Punjab Circle,DivReportingCircle,Chandigarh Division,Jhingran Kalan BO,140103,BO,Delivery,S.A.S Nagar,PUNJAB,30.7573,76.4225
97164,Punjab Circle,DivReportingCircle,Chandigarh Division,Kaishanpura BO,140103,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
97165,Punjab Circle,DivReportingCircle,Chandigarh Division,Kalewal BO,140103,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
97244,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dewatwal BO,141102,BO,Delivery,LUDHIANA,PUNJAB,30.889768,75.716796
97245,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Fatehgarh Siwian BO,142036,BO,Delivery,LUDHIANA,PUNJAB,30.96905,75.05768
97246,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Chak Kalan BO,141110,BO,Delivery,LUDHIANA,PUNJAB,31.177035,75.534221
97247,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dholan BO,142030,BO,Delivery,LUDHIANA,PUNJAB,30.750641,75.517479
97248,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Chachrari BO,142030,BO,Delivery,LUDHIANA,PUNJAB,31.162336,75.775666
97249,Punjab Circle,DivReportingCircle,Chandigarh Division,Khera Kalmout B.O,140128,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
97250,Punjab Circle,DivReportingCircle,Chandigarh Division,Behrampur BO,140125,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
97251,Punjab Circle,DivReportingCircle,Chandigarh Division,Manakpur BO,140125,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
97252,Punjab Circle,Punjab West Region,Gurdaspur Division,Jhakholari BO,145025,BO,Delivery,PATHANKOT,PUNJAB,32.26,75.59
97253,Punjab Circle,Punjab West Region,Gurdaspur Division,Kiri Khurd BO,145025,BO,Delivery,PATHANKOT,PUNJAB,32.28,75.5
97254,Punjab Circle,Punjab West Region,Gurdaspur Division,Narot Mehra BO,145025,BO,Delivery,PATHANKOT,PUNJAB,32.27,75.56
97255,Punjab Circle,Punjab West Region,Gurdaspur Division,Syonti BO,145001,BO,Delivery,PATHANKOT,PUNJAB,32.3,75.69
97256,Punjab Circle,Punjab West Region,Gurdaspur Division,Baknaur BO,143534,BO,Delivery,PATHANKOT,PUNJAB,32.2,75.44
97257,Punjab Circle,Punjab West Region,Gurdaspur Division,Kathlaur BO,143534,BO,Delivery,PATHANKOT,PUNJAB,32.24,75.44
97258,Punjab Circle,Punjab West Region,Gurdaspur Division,Saidipur BO,143534,BO,Delivery,PATHANKOT,PUNJAB,32.17,75.47
97261,Punjab Circle,Punjab West Region,Gurdaspur Division,Shankarpura BO,143507,BO,Delivery,GURDASPUR,PUNJAB,31.91092,74.73776
97262,Punjab Circle,Punjab West Region,Gurdaspur Division,Bhandal BO,143511,BO,Delivery,GURDASPUR,PUNJAB,31.97,75.2
97263,Punjab Circle,Punjab West Region,Gurdaspur Division,Mirzajan BO,143511,BO,Delivery,GURDASPUR,PUNJAB,31.89,75.13
97264,Punjab Circle,Punjab West Region,Gurdaspur Division,Rai Chak BO,143511,BO,Delivery,GURDASPUR,PUNJAB,31.92,75.12
97265,Punjab Circle,Punjab West Region,Gurdaspur Division,Jaura Singha BO,143511,BO,Delivery,GURDASPUR,PUNJAB,31.89,75.2
97266,Punjab Circle,Punjab West Region,Gurdaspur Division,Bhagthana Tulian BO,143604,BO,Delivery,GURDASPUR,PUNJAB,31.59935,75.19825
97267,Punjab Circle,Punjab West Region,Gurdaspur Division,Shahpur Jajan BO,143604,BO,Delivery,GURDASPUR,PUNJAB,31.96,75.01
97268,Punjab Circle,Punjab West Region,Gurdaspur Division,Shahzada BO,143604,BO,Delivery,GURDASPUR,PUNJAB,32.02,74.97
97269,Punjab Circle,Punjab West Region,Gurdaspur Division,Kotli Surat Malhi BO,143605,BO,Delivery,GURDASPUR,PUNJAB,31.93,75.09
97270,Punjab Circle,Punjab West Region,Gurdaspur Division,Shikar BO,143605,BO,Delivery,GURDASPUR,PUNJAB,31.91,75.18
97287,Punjab Circle,DivReportingCircle,Chandigarh Division,Bhago Majra BO,140307,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
97288,Punjab Circle,DivReportingCircle,Chandigarh Division,Chudiala Sudan BO,140307,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
97289,Punjab Circle,DivReportingCircle,Chandigarh Division,Siswan BO,140110,BO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
97290,Punjab Circle,DivReportingCircle,Chandigarh Division,Hoshiarpur Taqipur BO,140110,BO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
