,Unnamed: 0,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
2123,97252,Punjab Circle,Punjab West Region,Gurdaspur Division,Jhakholari BO,145025,BO,Delivery,PATHANKOT,PUNJAB,32.26,75.59
2127,97256,Punjab Circle,Punjab West Region,Gurdaspur Division,Baknaur BO,143534,BO,Delivery,PATHANKOT,PUNJAB,32.2,75.44
2142,97289,Punjab Circle,DivReportingCircle,Chandigarh Division,Siswan BO,140110,BO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
2145,97292,Punjab Circle,DivReportingCircle,Chandigarh Division,Mauli Baidwan BO,140308,BO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
2149,97423,Punjab Circle,DivReportingCircle,Ludhiana City Division,Karyana Kalan BO,141015,BO,Delivery,LUDHIANA,PUNJAB,30.96,75.92
2150,97424,Punjab Circle,DivReportingCircle,Ludhiana City Division,Mattewara BO,141007,BO,Delivery,LUDHIANA,PUNJAB,30.98,75.98
2153,97492,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Chakkar BO,142035,BO,Delivery,LUDHIANA,PUNJAB,26.712226,86.037663
2195,97766,Punjab Circle,Punjab West Region,Hoshiarpur Division,Rajwal BO,144216,BO,Delivery,HOSHIARPUR,PUNJAB,31.15,75.15
2211,97851,Punjab Circle,DivReportingCircle,Chandigarh Division,Bhallan B.O,140127,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2216,97856,Punjab Circle,DivReportingCircle,Chandigarh Division,Makari BO,140117,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2218,97858,Punjab Circle,DivReportingCircle,Chandigarh Division,Jhandian BO,140119,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
2225,97865,Punjab Circle,Punjab West Region,Gurdaspur Division,Datial BO,145026,BO,Delivery,PATHANKOT,PUNJAB,32.24,75.41
2230,98047,Punjab Circle,Punjab West Region,Gurdaspur Division,Shahpur Kandi BO,145029,BO,Delivery,PATHANKOT,PUNJAB,32.39,75.69
2239,98255,Punjab Circle,Punjab West Region,Faridkot Division,Kishan Garh BO,142045,BO,Delivery,MOGA,PUNJAB,30.83555,75.04759
2240,98256,Punjab Circle,Punjab West Region,Faridkot Division,Rauli BO,142003,BO,Delivery,MOGA,PUNJAB,30.8392181,75.2180675
2241,98257,Punjab Circle,Punjab West Region,Faridkot Division,Saidoke BO,142055,BO,Delivery,MOGA,PUNJAB,30.526565,75.291646
2244,98463,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bariowal BO,144306,BO,Delivery,HOSHIARPUR,PUNJAB,31.95,75.65
2248,98467,Punjab Circle,Punjab West Region,Hoshiarpur Division,Dhoot Kalan BO,144210,BO,Delivery,HOSHIARPUR,PUNJAB,31.67,75.78
2276,98949,Punjab Circle,Punjab West Region,Gurdaspur Division,Babri BO,143529,BO,Delivery,GURDASPUR,PUNJAB,32.01,75.37
2282,99057,Punjab Circle,Punjab West Region,Ferozpur Division,Bhagoo BO,152116,BO,Delivery,FAZILKA,PUNJAB,30.03,74.23
2285,99060,Punjab Circle,Punjab West Region,Ferozpur Division,Jandwala Bhimeshah BO,152124,BO,Delivery,FAZILKA,PUNJAB,30.2052103,74.5331275
2302,99142,Punjab Circle,DivReportingCircle,Chandigarh Division,Dharamgarh BO,140306,BO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
2304,99144,Punjab Circle,DivReportingCircle,Chandigarh Division,Parol BO,140901,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.69841
2312,99195,Punjab Circle,DivReportingCircle,Chandigarh Division,Bharatgarh Canal Colony BO,140114,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2315,99215,Punjab Circle,Punjab West Region,Faridkot Division,Jita Singh Wala BO,142057,BO,Delivery,MOGA,PUNJAB,30.57719,75.07864
2322,99407,Punjab Circle,DivReportingCircle,Chandigarh Division,Bhamnara BO,140101,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
2333,99462,Punjab Circle,Punjab West Region,Ferozpur Division,Aminwala BO,142042,BO,Delivery,MOGA,PUNJAB,30.934187,75.225006
2338,99565,Punjab Circle,Punjab West Region,Ferozpur Division,Guddar Dhandi BO,152022,BO,Delivery,FIROZEPUR,PUNJAB,30.6863,74.38541
2341,99568,Punjab Circle,Punjab West Region,Ferozpur Division,Azamwala BO,152121,BO,Delivery,FAZILKA,PUNJAB,30.6874513,74.3172287
2344,99571,Punjab Circle,Punjab West Region,Ferozpur Division,Koil Khera BO,152128,BO,Delivery,FAZILKA,PUNJAB,30.1417,74.01125
2348,99575,Punjab Circle,Punjab West Region,Ferozpur Division,Behak Gujjaran BO,142044,BO,Delivery,FIROZEPUR,PUNJAB,31.09945,74.93417
2350,99577,Punjab Circle,Punjab West Region,Ferozpur Division,Rukne Wala BO,152021,BO,Delivery,FIROZEPUR,PUNJAB,30.82655,74.5765
2353,99898,Punjab Circle,Punjab West Region,Ferozpur Division,Indergarh BO,142058,BO,Delivery,MOGA,PUNJAB,30.9075131,75.3104495
2354,99899,Punjab Circle,Punjab West Region,Ferozpur Division,Datewala BO,142043,BO,Delivery,MOGA,PUNJAB,30.8164683,75.1717013
2365,99977,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Bhainidarera BO,141108,BO,Delivery,LUDHIANA,PUNJAB,30.664546,75.676173
2368,99980,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Bhaini Baringa BO,141109,BO,Delivery,LUDHIANA,PUNJAB,30.642549,75.643282
2372,99984,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Gidderwindi BO,142033,BO,Delivery,LUDHIANA,PUNJAB,30.930017,75.419896
2376,99988,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Sidhwan Kalan BO,142024,BO,Delivery,LUDHIANA,PUNJAB,30.828837,75.53786
2377,99989,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Bhundri BO,142025,BO,Delivery,LUDHIANA,PUNJAB,30.942665,75.575702
2379,99991,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Chhourian BO,141121,BO,Delivery,LUDHIANA,PUNJAB,46.188722,6.044457
2388,100246,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rupalon BO,141421,BO,Delivery,LUDHIANA,PUNJAB,30.784777,76.109525
2389,100247,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Paddi BO,141206,BO,Delivery,LUDHIANA,PUNJAB,30.792141,75.932534
2390,100248,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dhandran BO,141116,BO,Delivery,LUDHIANA,PUNJAB,30.835284,75.833059
2392,100250,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rohno Kalan BO,141414,BO,Delivery,LUDHIANA,PUNJAB,30.65419,76.124402
2393,100251,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Gaddowal BO,141112,BO,Delivery,LUDHIANA,PUNJAB,30.924561,76.030487
2394,100252,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Babarpur BO,141119,BO,Delivery,LUDHIANA,PUNJAB,28.687609,77.282161
2396,100254,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Barmalipur BO,141416,BO,Delivery,LUDHIANA,PUNJAB,30.753299,76.07255
2412,100280,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Akalgarh BO,141104,BO,Delivery,LUDHIANA,PUNJAB,30.758898,75.652812
2420,100569,Punjab Circle,Punjab West Region,Ferozpur Division,Chanan Khera BO,152117,BO,Delivery,FAZILKA,PUNJAB,30.1576,74.33157
2423,100572,Punjab Circle,Punjab West Region,Ferozpur Division,Khai Pheme Ki BO,152003,BO,Delivery,FIROZEPUR,PUNJAB,30.99155,74.6133
2424,100573,Punjab Circle,Punjab West Region,Ferozpur Division,Chak Banwala BO,152123,BO,Delivery,FAZILKA,PUNJAB,30.37395,74.03525
2425,100574,Punjab Circle,Punjab West Region,Ferozpur Division,Kirianwali BO,152020,BO,Delivery,FAZILKA,PUNJAB,30.403731,74.025533
2427,100576,Punjab Circle,Punjab West Region,Ferozpur Division,Mahalam BO,152002,BO,Delivery,FIROZEPUR,PUNJAB,74.59755,31.00523
2430,100579,Punjab Circle,Punjab West Region,Ferozpur Division,Bhangali Kalan BO,142052,BO,Delivery,FIROZEPUR,PUNJAB,30.7456,75.30656
2437,100757,Punjab Circle,Punjab West Region,Ferozpur Division,Bahamni Wala BO,152024,BO,Delivery,FAZILKA,PUNJAB,30.56734,74.24597
2448,100854,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Gurreh BO,142023,BO,Delivery,LUDHIANA,PUNJAB,30.833127,75.575702
2449,100877,Punjab Circle,Punjab West Region,Gurdaspur Division,Khaira BO,143602,BO,Delivery,GURDASPUR,PUNJAB,31.86,74.96
2452,100880,Punjab Circle,Punjab West Region,Gurdaspur Division,Bolewal BO,143514,BO,Delivery,GURDASPUR,PUNJAB,31.64,75.32
2453,100881,Punjab Circle,Punjab West Region,Gurdaspur Division,Batala Sugar Mills BO,143506,BO,Delivery,GURDASPUR,PUNJAB,31.7345,75.2818
2458,101164,Punjab Circle,Punjab West Region,Gurdaspur Division,Bhole Ke BO,143513,BO,Delivery,GURDASPUR,PUNJAB,31.90225,75.05125
2462,101168,Punjab Circle,Punjab West Region,Gurdaspur Division,Khokhar Faujjian BO,143518,BO,Delivery,GURDASPUR,PUNJAB,31.88,75.27
2472,101179,Punjab Circle,Punjab West Region,Gurdaspur Division,Barila Kalan BO,143512,BO,Delivery,GURDASPUR,PUNJAB,32.05,75.14
2477,101184,Punjab Circle,Punjab West Region,Gurdaspur Division,Dhapai BO,143516,BO,Delivery,GURDASPUR,PUNJAB,31.78,75.4
2479,101186,Punjab Circle,Punjab West Region,Gurdaspur Division,Cheema Khudi BO,143515,BO,Delivery,GURDASPUR,PUNJAB,31.7212,75.4359
2483,101190,Punjab Circle,Punjab West Region,Gurdaspur Division,Ghorewah BO,143517,BO,Delivery,GURDASPUR,PUNJAB,31.83,75.47
2487,101194,Punjab Circle,Punjab West Region,Gurdaspur Division,Galhri BO,143526,BO,Delivery,GURDASPUR,PUNJAB,32.033858,75.407121
2490,101197,Punjab Circle,Punjab West Region,Gurdaspur Division,Aulakh Kalan BO,143527,BO,Delivery,GURDASPUR,PUNJAB,31.79,75.5
2493,101346,Punjab Circle,Punjab West Region,Gurdaspur Division,Chak Sharif BO,143528,BO,Delivery,GURDASPUR,PUNJAB,31.92,75.5
2501,101416,Punjab Circle,Punjab West Region,Gurdaspur Division,Lehroon BO,145022,BO,Delivery,PATHANKOT,PUNJAB,32.2643445,75.6421051
2516,101452,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,New Rajguru Nagar BO,142028,BO,Delivery,LUDHIANA,PUNJAB,30.877874,75.780026
2519,101455,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Butaheri BO,141118,BO,Delivery,LUDHIANA,PUNJAB,30.681861,75.82877
2524,101460,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Ghangas BO,141419,BO,Delivery,LUDHIANA,PUNJAB,30.732413,75.93326
2525,101461,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Chhapar BO,141204,BO,Delivery,LUDHIANA,PUNJAB,27.818593,74.437907
2549,101611,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Kalal Majra BO,141417,BO,Delivery,LUDHIANA,PUNJAB,30.566094,75.552416
2553,101615,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Sahibana BO,141123,BO,Delivery,LUDHIANA,PUNJAB,30.897719,75.971724
2559,101624,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Ballowal BO,141202,BO,Delivery,LUDHIANA,PUNJAB,30.770893,75.747324
2574,101763,Punjab Circle,Punjab West Region,Ferozpur Division,Datta BO,142041,BO,Delivery,MOGA,PUNJAB,30.92545,75.32885
2585,101833,Punjab Circle,Punjab West Region,Faridkot Division,Budh Singh Wala BO,142002,BO,Delivery,MOGA,PUNJAB,30.70515,75.03696
2588,102058,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Bharthala Randhawa BO,141415,BO,Delivery,LUDHIANA,PUNJAB,30.569922,76.078307
2591,102061,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Kotala BO,141125,BO,Delivery,LUDHIANA,PUNJAB,13.592359,79.281759
2594,102064,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Uppal BO,141113,BO,Delivery,LUDHIANA,PUNJAB,17.398377,78.558265
2597,102067,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Bahrampur BO,141205,BO,Delivery,LUDHIANA,PUNJAB,26.74159,83.280703
2599,102069,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Punjgarain BO,141115,BO,Delivery,LUDHIANA,PUNJAB,31.15889,75.565515
2601,102071,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Mehma Singh Wala BO,141203,BO,Delivery,LUDHIANA,PUNJAB,30.749327,75.787292
2604,102074,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Begowal BO,141418,BO,Delivery,LUDHIANA,PUNJAB,31.61009,75.520829
2610,102080,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Nandpur BO,141120,BO,Delivery,LUDHIANA,PUNJAB,30.700901,76.50402
2653,102923,Punjab Circle,Punjab West Region,Amritsar Division,Balbawa BO,143606,BO,Delivery,AMRITSAR,PUNJAB,31.84,74.94
2654,102924,Punjab Circle,Punjab West Region,Amritsar Division,Kasail BO,143105,BO,Delivery,AMRITSAR,PUNJAB,31.54,74.75
2695,103118,Punjab Circle,Punjab West Region,Jalandhar Division,Chahal Kalan BO,144507,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.1186,75.9558
2749,103227,Punjab Circle,Punjab West Region,Amritsar Division,Dhade BO,143504,BO,Delivery,AMRITSAR,PUNJAB,31.71625,75.09
2765,103331,Punjab Circle,Punjab West Region,Faridkot Division,Panjawa BO,152113,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.060956,74.612824
2771,103368,Punjab Circle,Punjab West Region,Faridkot Division,Chappianwali BO,152107,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.1891849,74.505304
2774,103371,Punjab Circle,Punjab West Region,Faridkot Division,Lakhewali BO,152026,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.468448,74.51747
2777,103374,Punjab Circle,Punjab West Region,Faridkot Division,Bhaloor BO,151207,BO,Delivery,MOGA,PUNJAB,30.666707,74.749993
2778,103375,Punjab Circle,Punjab West Region,Faridkot Division,Chak Duhe Wala BO,152032,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.36775,74.46007
2780,103377,Punjab Circle,Punjab West Region,Faridkot Division,Dhaula Kingra BO,152114,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.0665,74.47692
2782,103766,Punjab Circle,Punjab West Region,Faridkot Division,Momara BO,151212,BO,Delivery,FARIDKOT,PUNJAB,30.14212,75.18981
2787,104673,Punjab Circle,Punjab West Region,Jalandhar Division,Sheikhupur BO,144029,BO,Delivery,JALANDHAR,PUNJAB,31.0855,75.9167
2795,104816,Punjab Circle,Punjab West Region,Faridkot Division,Dhimanwali BO,151209,BO,Delivery,FARIDKOT,PUNJAB,30.581829,74.832054
2805,105273,Punjab Circle,Punjab West Region,Faridkot Division,Bring Khera BO,151211,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.14212,75.18981
2809,105277,Punjab Circle,Punjab West Region,Faridkot Division,Badian BO,152112,BO,Delivery,SRI MUKTSAR SAHIB,PUNJAB,30.1891829,74.505306
2821,106055,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Bhamipura BO,142034,BO,Delivery,LUDHIANA,PUNJAB,30.900974,75.8572668
2827,106061,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Rattowal BO,141105,BO,Delivery,LUDHIANA,PUNJAB,30.745553,75.671719
2841,106172,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Sihaura BO,141413,BO,Delivery,LUDHIANA,PUNJAB,30.655883,76.005824
2850,106181,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Sangowal BO,141122,BO,Delivery,LUDHIANA,PUNJAB,30.99833,75.652084
2860,106518,Punjab Circle,Punjab West Region,Gurdaspur Division,Bharath BO,143532,BO,Delivery,GURDASPUR,PUNJAB,31.16,75.41
2862,106520,Punjab Circle,Punjab West Region,Gurdaspur Division,Kot Santokh Rai BO,143519,BO,Delivery,GURDASPUR,PUNJAB,31.97,75.29
2865,106523,Punjab Circle,Punjab West Region,Gurdaspur Division,Kalichpure BO,143531,BO,Delivery,GURDASPUR,PUNJAB,32.08,75.52
2870,106528,Punjab Circle,Punjab West Region,Gurdaspur Division,Bianpure BO,143533,BO,Delivery,GURDASPUR,PUNJAB,32.09,75.57
2919,107626,Punjab Circle,Punjab West Region,Gurdaspur Division,Janial BO,145027,BO,Delivery,PATHANKOT,PUNJAB,32.32,75.41
2922,107629,Punjab Circle,Punjab West Region,Gurdaspur Division,Tharial BO,145024,BO,Delivery,PATHANKOT,PUNJAB,32.35,75.61
2961,108851,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Khandur BO,141103,BO,Delivery,LUDHIANA,PUNJAB,30.798904,75.721158
3104,120684,Punjab Circle,Punjab West Region,Faridkot Division,Moga HO,142001,HO,Delivery,MOGA,PUNJAB,30.81337,75.175565
3105,121108,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Jagraon HO,142026,HO,Delivery,LUDHIANA,PUNJAB,30.7936111,75.4743333
3106,121109,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Khanna HO,141401,HO,Delivery,LUDHIANA,PUNJAB,30.7029167,76.2244167
3107,121408,Punjab Circle,Punjab West Region,Ferozpur Division,Ferozepur HO,152001,HO,Delivery,FIROZEPUR,PUNJAB,30.927546,74.610497
3108,121779,Punjab Circle,DivReportingCircle,Ludhiana City Division,Ludhiana HO,141001,HO,Delivery,LUDHIANA,PUNJAB,30.9026389,75.83775
3109,122617,Punjab Circle,Punjab West Region,Bhatinda Division,Bathinda HO,151001,HO,Delivery,BATHINDA,PUNJAB,30.2007123,74.9460617
3110,122619,Punjab Circle,Punjab West Region,Gurdaspur Division,Batala HO,143505,HO,Delivery,GURDASPUR,PUNJAB,31.8075,75.19558
3111,123315,Punjab Circle,Punjab West Region,Amritsar Division,Tarn Taran HO,143401,HO,Delivery,Tarn Taran,PUNJAB,31.457758,74.918607
3112,123903,Punjab Circle,DivReportingCircle,Chandigarh Division,Ropar HO,140001,HO,Delivery,RUPNAGAR,PUNJAB,30.9666111,73.53025
3113,123923,Punjab Circle,Punjab West Region,Gurdaspur Division,Gurdaspur HO,143521,HO,Delivery,GURDASPUR,PUNJAB,32.043274,75.39888
3114,124549,Punjab Circle,DivReportingCircle,Patiala Division,Patiala HO,147001,HO,Delivery,PATIALA,PUNJAB,30.3345278,76.3858889
3115,124553,Punjab Circle,DivReportingCircle,Patiala Division,Rajpura HO,140401,HO,Delivery,PATIALA,PUNJAB,30.4859722,76.5924722
3116,125817,Punjab Circle,Punjab West Region,Amritsar Division,Amritsar GPO,143001,HO,Delivery,AMRITSAR,PUNJAB,31.638561,74.882557
3117,126297,Punjab Circle,DivReportingCircle,Sangrur Division,Sangrur HO,148001,HO,Delivery,SANGRUR,PUNJAB,30.2455278,75.8443056
3118,127015,Punjab Circle,Punjab West Region,Faridkot Division,Faridkot HO,151203,HO,Delivery,FARIDKOT,PUNJAB,30.666212,74.740482
3121,134357,Punjab Circle,Punjab West Region,Jalandhar Division,Dakoha SO,144023,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
3122,134358,Punjab Circle,Punjab West Region,Jalandhar Division,Dhanowali SO,144010,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
3130,135444,Punjab Circle,Punjab West Region,Jalandhar Division,Lassara SO,144415,PO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
3133,135805,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 60 SO,160059,PO,Non Delivery,S.A.S Nagar,PUNJAB,30.73455,76.78615
3134,135806,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 65 SO,160062,PO,Non Delivery,S.A.S Nagar,PUNJAB,30.6762222,76.7421111
3138,136828,Punjab Circle,Punjab West Region,Jalandhar Division,Jalandhar City HO,144001,HO,Delivery,JALANDHAR,PUNJAB,31.327676,75.587791
3141,136837,Punjab Circle,Punjab West Region,Jalandhar Division,Ladhewali SO,144007,PO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
3142,136838,Punjab Circle,Punjab West Region,Jalandhar Division,Millitary Hospital SO,144005,PO,Non Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
3146,136928,Punjab Circle,Punjab West Region,Kapurthala Division,Kapurthala HO,144601,HO,Delivery,KAPURTHALA,PUNJAB,31.3721893,75.3777881
3147,136929,Punjab Circle,Punjab West Region,Kapurthala Division,Phagwara HO,144401,HO,Delivery,KAPURTHALA,PUNJAB,31.2529039,75.7614479
3152,137481,Punjab Circle,Punjab West Region,Hoshiarpur Division,Dasuya HO,144205,HO,Delivery,HOSHIARPUR,PUNJAB,31.81726,75.657304
3160,138235,Punjab Circle,DivReportingCircle,Chandigarh Division,Baltana SO,140604,PO,Delivery,S.A.S Nagar,PUNJAB,30.6703333,76.8320556
3163,138562,Punjab Circle,Punjab West Region,Hoshiarpur Division,Hoshiarpur HO,146001,HO,Delivery,HOSHIARPUR,PUNJAB,31.515963,75.904004
3186,139286,Punjab Circle,Punjab West Region,Jalandhar Division,BSF Campus SO,144006,PO,Non Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
3213,140789,Punjab Circle,Punjab West Region,Kapurthala Division,RURKA KALAN SO,144031,PO,Delivery,JALANDHAR,PUNJAB,31.52747,75.8066
3258,142367,Punjab Circle,Punjab West Region,Kapurthala Division,RAIL COACH FACTORY KAPURTHALA SO,144602,PO,Delivery,KAPURTHALA,PUNJAB,31.34831,75.41814
3277,142476,Punjab Circle,Punjab West Region,Kapurthala Division,PANCHHAT SO,144408,PO,Delivery,KAPURTHALA,PUNJAB,31.3488818,75.8688551
3288,142630,Punjab Circle,Punjab West Region,Jalandhar Division,Grain Market SO Jalandhar,144008,PO,Delivery,JALANDHAR,PUNJAB,31.326723,75.586847
3362,146411,Punjab Circle,Punjab West Region,Jalandhar Division,REC Jalandhar SO,144011,PO,Delivery,JALANDHAR,PUNJAB,31.326723,75.586847
3379,146940,Punjab Circle,Punjab West Region,Jalandhar Division,Chogitti SO,144009,PO,Delivery,JALANDHAR,PUNJAB,31.326723,75.586847
3387,146948,Punjab Circle,Punjab West Region,Jalandhar Division,Suranussi SO,144027,PO,Delivery,JALANDHAR,PUNJAB,31.326723,75.586847
3403,147287,Punjab Circle,Punjab West Region,Jalandhar Division,"Nodal Delivery Centre, Jalandhar",144012,PO,Delivery,JALANDHAR,PUNJAB,31.1923,75.3453
3411,147644,Punjab Circle,DivReportingCircle,Chandigarh Division,Dhakaoli SO,160104,PO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
3413,147646,Punjab Circle,DivReportingCircle,Chandigarh Division,Naya Gaon SO Mohali,160103,PO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
3423,148075,Punjab Circle,DivReportingCircle,Ludhiana City Division,AP Basti SO,141003,PO,Non Delivery,LUDHIANA,PUNJAB,30.8946667,75.8503611
3424,148076,Punjab Circle,DivReportingCircle,Ludhiana City Division,Basant Avenue SO,141013,PO,Delivery,LUDHIANA,PUNJAB,30.8593611,75.8317778
3425,148077,Punjab Circle,DivReportingCircle,Ludhiana City Division,Dhandari Kalan SO,141014,PO,Delivery,LUDHIANA,PUNJAB,30.8682222,75.9192222
3465,149702,Punjab Circle,DivReportingCircle,Ludhiana City Division,Gne College SO,141006,PO,Delivery,LUDHIANA,PUNJAB,30.8589167,75.8616389
3466,149703,Punjab Circle,DivReportingCircle,Ludhiana City Division,Jugiana SO,141017,PO,Delivery,LUDHIANA,PUNJAB,30.846,75.9481111
3487,150111,Punjab Circle,DivReportingCircle,Patiala Division,D C W SO,147003,PO,Delivery,PATIALA,PUNJAB,30.3569167,76.4189167
3495,150156,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Halwara Aerodrome SO,141106,PO,Delivery,LUDHIANA,PUNJAB,30.7642861,75.6514138
3523,150239,Punjab Circle,DivReportingCircle,Ludhiana City Division,New Model Town SO,141002,PO,Non Delivery,LUDHIANA,PUNJAB,30.8949722,75.8413611
3529,150621,Punjab Circle,DivReportingCircle,Ludhiana City Division,Lohora SO,141016,PO,Delivery,LUDHIANA,PUNJAB,30.848,75.8905
3569,151022,Punjab Circle,DivReportingCircle,Ludhiana City Division,Jamalpur Awana SO,141010,PO,Non Delivery,LUDHIANA,PUNJAB,30.9023056,75.9041944
3574,151027,Punjab Circle,DivReportingCircle,Ludhiana City Division,PAU SO,141004,PO,Delivery,LUDHIANA,PUNJAB,30.9023889,75.8146944
3576,151029,Punjab Circle,DivReportingCircle,Ludhiana City Division,Rajguru Nagar SO,141012,PO,Delivery,LUDHIANA,PUNJAB,30.8803889,75.7908333
3578,151031,Punjab Circle,DivReportingCircle,Ludhiana City Division,"Nodal Delivery Centre, Ludhiana",141011,PO,Delivery,LUDHIANA,PUNJAB,,
3593,151964,Punjab Circle,DivReportingCircle,Chandigarh Division,Chandigarh Sector 71 SO,160071,PO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,73.53025
3616,153371,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Kila Raipur SO,141201,PO,Delivery,LUDHIANA,PUNJAB,30.7623611,75.8213055
3646,154084,Punjab Circle,Punjab West Region,Amritsar Division,Golden Temple SO,143006,PO,Non Delivery,AMRITSAR,PUNJAB,31.62,74.88
3647,154085,Punjab Circle,Punjab West Region,Amritsar Division,Guru Nanak Dev University SO,143005,PO,Delivery,AMRITSAR,PUNJAB,31.63,74.83
3661,154161,Punjab Circle,Punjab West Region,Amritsar Division,Khalsa College SO,143002,PO,Delivery,AMRITSAR,PUNJAB,31.63,74.84
3669,154169,Punjab Circle,DivReportingCircle,Patiala Division,University SO,147002,PO,Delivery,PATIALA,PUNJAB,30.3600278,76.4541667
3678,154273,Punjab Circle,DivReportingCircle,Patiala Division,Nodal Delivery Center (Parcel)  Patiala,147008,PO,Delivery,PATIALA,PUNJAB,30.334,76.386
3720,154899,Punjab Circle,Punjab West Region,Bhatinda Division,Nfl Bathinda SO,151003,PO,Delivery,BATHINDA,PUNJAB,30.160259,74.891122
3759,156074,Punjab Circle,Punjab West Region,Bhatinda Division,Bathinda Cantt SO,151004,PO,Delivery,BATHINDA,PUNJAB,30.160259,74.891122
3770,156087,Punjab Circle,Punjab West Region,Bhatinda Division,NDC Bathinda,151006,PO,Delivery,BATHINDA,PUNJAB,30.2046,74.949
3816,156524,Punjab Circle,DivReportingCircle,Patiala Division,Fatehgarh Sahib SO,140407,PO,Delivery,FATEHGARH SAHIB,PUNJAB,30.6480833,76.39275
3836,156931,Punjab Circle,Punjab West Region,Amritsar Division,NODAL DELIVERY OFFICE,143003,PO,Delivery,AMRITSAR,PUNJAB,31.63,74.88
