,Unnamed: 0,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
996,79397,Punjab Circle,Punjab West Region,Bhatinda Division,Lehra Bega BO,151111,BO,Delivery,BATHINDA,PUNJAB,30.247,75.1633
998,79399,Punjab Circle,Punjab West Region,Bhatinda Division,Sevian BO,151002,BO,Delivery,BATHINDA,PUNJAB,30.2607,74.8997
1005,79443,Punjab Circle,DivReportingCircle,Sangrur Division,Kandhargarh BO,148018,BO,Delivery,SANGRUR,PUNJAB,30.371303,75.982607
1038,80044,Punjab Circle,DivReportingCircle,Sangrur Division,Rohira BO,148021,BO,Delivery,MALERKOTLA,PUNJAB,30.635831,75.849038
1041,80047,Punjab Circle,DivReportingCircle,Sangrur Division,Raisar BO,148101,BO,Delivery,BARNALA,PUNJAB,28.051003,73.481364
1081,81211,Punjab Circle,Punjab West Region,Bhatinda Division,Ghanda Bana BO,151106,BO,Delivery,BATHINDA,PUNJAB,30.4159,75.2726
1117,82353,Punjab Circle,Punjab West Region,Hoshiarpur Division,Jahan Khelan BO,146110,BO,Delivery,HOSHIARPUR,PUNJAB,31.24,75.23
1120,82356,Punjab Circle,Punjab West Region,Hoshiarpur Division,Behbalpur BO,144519,BO,Delivery,HOSHIARPUR,PUNJAB,31.65,75.58
1127,82619,Punjab Circle,Punjab West Region,Bhatinda Division,Akkanwali BO,151505,BO,Delivery,MANSA,PUNJAB,29.983309,75.383291
1179,84184,Punjab Circle,Punjab West Region,Kapurthala Division,Uggi BO,144623,BO,Delivery,JALANDHAR,PUNJAB,31.374924,75.384212
1183,84191,Punjab Circle,Punjab West Region,Amritsar Division,Lopoke BO,143109,BO,Delivery,AMRITSAR,PUNJAB,31.72,74.63
1199,85375,Punjab Circle,Punjab West Region,Amritsar Division,Chhidan BO,143107,BO,Delivery,AMRITSAR,PUNJAB,31.6758,74.87
1203,85379,Punjab Circle,Punjab West Region,Amritsar Division,Ibban Kalan BO,143009,BO,Delivery,AMRITSAR,PUNJAB,31.58,74.84
1205,85381,Punjab Circle,Punjab West Region,Amritsar Division,Nangal Dial Singh BO,143113,BO,Delivery,AMRITSAR,PUNJAB,31.62,75.01
1217,85773,Punjab Circle,Punjab West Region,Amritsar Division,Aima Kalan BO,143301,BO,Delivery,Tarn Taran,PUNJAB,31.52,74.8
1221,85777,Punjab Circle,Punjab West Region,Amritsar Division,Chamba Kalan BO,143408,BO,Delivery,Tarn Taran,PUNJAB,31.26,75
1222,85778,Punjab Circle,Punjab West Region,Amritsar Division,Pheloke BO,143411,BO,Delivery,Tarn Taran,PUNJAB,31.3783031,74.9997698
1226,85782,Punjab Circle,Punjab West Region,Amritsar Division,Johal Dhai Wala BO,143407,BO,Delivery,Tarn Taran,PUNJAB,31.13,75.84
1227,85783,Punjab Circle,Punjab West Region,Amritsar Division,Pringri BO,143412,BO,Delivery,Tarn Taran,PUNJAB,31.23,74.89
1229,85785,Punjab Circle,Punjab West Region,Amritsar Division,Dayal Pura BO,143304,BO,Delivery,Tarn Taran,PUNJAB,31.32,74.76
1232,85788,Punjab Circle,Punjab West Region,Amritsar Division,Tangra BO,143149,BO,Delivery,AMRITSAR,PUNJAB,31.56,75.12
1234,85790,Punjab Circle,Punjab West Region,Amritsar Division,Abdal BO,143502,BO,Delivery,AMRITSAR,PUNJAB,31.74,75.08
1249,85888,Punjab Circle,Punjab West Region,Amritsar Division,Pahuwind BO,143303,BO,Delivery,Tarn Taran,PUNJAB,31.34,74.7
1255,85894,Punjab Circle,Punjab West Region,Amritsar Division,Dinewal BO,143406,BO,Delivery,Tarn Taran,PUNJAB,31.49,75.04
1258,86180,Punjab Circle,Punjab West Region,Amritsar Division,Dall BO,143305,BO,Delivery,Tarn Taran,PUNJAB,31.35,74.57
1259,86181,Punjab Circle,Punjab West Region,Amritsar Division,Algon Khurd BO,143419,BO,Delivery,Tarn Taran,PUNJAB,31.28,74.65
1260,86182,Punjab Circle,Punjab West Region,Amritsar Division,Bhathal Bhai BO,143409,BO,Delivery,Tarn Taran,PUNJAB,31.33,74.98
1265,86192,Punjab Circle,Punjab West Region,Amritsar Division,Bal Sarai BO,143204,BO,Delivery,AMRITSAR,PUNJAB,31.56,75.32
1279,86212,Punjab Circle,Punjab West Region,Amritsar Division,Dhunda BO,143422,BO,Delivery,Tarn Taran,PUNJAB,31.34,75.13
1291,86236,Punjab Circle,Punjab West Region,Amritsar Division,Chananke BO,143114,BO,Delivery,AMRITSAR,PUNJAB,31.69,75.2
1294,86239,Punjab Circle,Punjab West Region,Amritsar Division,Bagga BO,143101,BO,Delivery,AMRITSAR,PUNJAB,31.6339843,74.8722592
1297,86242,Punjab Circle,Punjab West Region,Amritsar Division,Dujowal BO,143603,BO,Delivery,AMRITSAR,PUNJAB,31.93,74.83
1299,86244,Punjab Circle,Punjab West Region,Amritsar Division,Chakkare Khan BO,143112,BO,Delivery,AMRITSAR,PUNJAB,31.48,75.13
1304,86249,Punjab Circle,Punjab West Region,Amritsar Division,Akalgarh Dhupaian BO,143116,BO,Delivery,AMRITSAR,PUNJAB,31.64,75.06
1308,86288,Punjab Circle,Punjab West Region,Amritsar Division,Vallah BO,143501,BO,Delivery,AMRITSAR,PUNJAB,31.63,74.94
1309,86289,Punjab Circle,Punjab West Region,Amritsar Division,Ekal Gudda BO,143115,BO,Delivery,AMRITSAR,PUNJAB,31.51,75.07
1310,86290,Punjab Circle,Punjab West Region,Amritsar Division,Jaura BO,143415,BO,Delivery,Tarn Taran,PUNJAB,31.36,74.84
1330,86310,Punjab Circle,Punjab West Region,Amritsar Division,Nagoke BO,143117,BO,Delivery,Tarn Taran,PUNJAB,31.45,75.13
1339,86320,Punjab Circle,Punjab West Region,Amritsar Division,Dhardeo BO,143205,BO,Delivery,AMRITSAR,PUNJAB,31.63,75.25
1341,86322,Punjab Circle,Punjab West Region,Amritsar Division,Dist Jail BO,143008,BO,Delivery,AMRITSAR,PUNJAB,31.71,75.04
1361,86368,Punjab Circle,Punjab West Region,Amritsar Division,Manawala Khurd BO,143413,BO,Delivery,AMRITSAR,PUNJAB,31.46,73.13
1397,88962,Punjab Circle,Punjab West Region,Bhatinda Division,Gehri Bara Singh BO,151509,BO,Delivery,BATHINDA,PUNJAB,30.1269,75.1618
1400,88965,Punjab Circle,Punjab West Region,Bhatinda Division,Poohli BO,151102,BO,Delivery,BATHINDA,PUNJAB,30.2947,75.0823
1401,88966,Punjab Circle,Punjab West Region,Bhatinda Division,Dhapali BO,151104,BO,Delivery,BATHINDA,PUNJAB,30.3181,75.2357
1402,88967,Punjab Circle,Punjab West Region,Bhatinda Division,Laleana BO,151301,BO,Delivery,BATHINDA,PUNJAB,29.9951,75.0217
1411,89384,Punjab Circle,Punjab West Region,Bhatinda Division,Bhaini Kani BO,151105,BO,Delivery,BATHINDA,PUNJAB,30.2661,75.2534
1428,90228,Punjab Circle,Punjab West Region,Ferozpur Division,Karma BO,152023,BO,Delivery,FIROZEPUR,PUNJAB,30.918105,74.616137
1430,90230,Punjab Circle,Punjab West Region,Ferozpur Division,Sanehar BO,152028,BO,Delivery,FIROZEPUR,PUNJAB,30.968536,74.991058
1431,90231,Punjab Circle,Punjab West Region,Ferozpur Division,Chak Kherewala BO,152033,BO,Delivery,FAZILKA,PUNJAB,30.97996,74.6816
1433,90233,Punjab Circle,Punjab West Region,Ferozpur Division,Giddranwali BO,152132,BO,Delivery,FAZILKA,PUNJAB,30.2336032,74.2787037
1435,90235,Punjab Circle,Punjab West Region,Ferozpur Division,Gill BO,142060,BO,Delivery,FIROZEPUR,PUNJAB,30.918104,74.616138
1436,90272,Punjab Circle,Punjab West Region,Ferozpur Division,Churiwala Dhanna BO,152122,BO,Delivery,FAZILKA,PUNJAB,30.2039719,74.1104938
1438,90274,Punjab Circle,Punjab West Region,Ferozpur Division,Dastul Sahib BO,152004,BO,Delivery,FIROZEPUR,PUNJAB,29.97117,74.57624
1440,90276,Punjab Circle,Punjab West Region,Ferozpur Division,Bharana BO,152005,BO,Delivery,FIROZEPUR,PUNJAB,30.968536,74.991058
1441,90277,Punjab Circle,Punjab West Region,Ferozpur Division,Pandori Khatrian BO,142050,BO,Delivery,FIROZEPUR,PUNJAB,30.85535,74.94099
1444,90280,Punjab Circle,Punjab West Region,Ferozpur Division,Dhandian BO,142047,BO,Delivery,FIROZEPUR,PUNJAB,30.968537,74.991057
1448,90284,Punjab Circle,Punjab West Region,Ferozpur Division,Dutaran Wala BO,152118,BO,Delivery,FAZILKA,PUNJAB,30.15515,74.2034
1453,90421,Punjab Circle,Punjab West Region,Gurdaspur Division,Dadiala Natt BO,143507,BO,Delivery,GURDASPUR,PUNJAB,31.6612295,75.6477087
1455,90423,Punjab Circle,Punjab West Region,Gurdaspur Division,Akarpura BO,143511,BO,Delivery,GURDASPUR,PUNJAB,31.9,75.11
1461,90429,Punjab Circle,Punjab West Region,Gurdaspur Division,Dharamkot Randhawa BO,143604,BO,Delivery,GURDASPUR,PUNJAB,32.01,74.98
1464,90432,Punjab Circle,Punjab West Region,Gurdaspur Division,Raimal BO,143605,BO,Delivery,GURDASPUR,PUNJAB,31.93,75.05
1465,90512,Punjab Circle,Punjab West Region,Jalandhar Division,Nagar BO,144410,BO,Delivery,JALANDHAR,PUNJAB,31.0346,75.8321
1466,90513,Punjab Circle,Punjab West Region,Jalandhar Division,Pandori Nijjran BO,144102,BO,Delivery,JALANDHAR,PUNJAB,31.3875,75.2456
1471,90723,Punjab Circle,Punjab West Region,Jalandhar Division,Kishangarh BO,144301,BO,Delivery,JALANDHAR,PUNJAB,31.4345,75.6499
1474,90726,Punjab Circle,Punjab West Region,Jalandhar Division,Mand BO,144021,BO,Delivery,JALANDHAR,PUNJAB,31.2136,75.5924
1475,90727,Punjab Circle,Punjab West Region,Jalandhar Division,Rajpur BO,144201,BO,Delivery,JALANDHAR,PUNJAB,31.327,75.5769
1477,90729,Punjab Circle,Punjab West Region,Jalandhar Division,Dhogri BO,144025,BO,Delivery,JALANDHAR,PUNJAB,31.3853,75.6385
1565,91322,Punjab Circle,Punjab West Region,Kapurthala Division,Bhandal Bet BO,144804,BO,Delivery,KAPURTHALA,PUNJAB,31.51712,75.34815
1569,91326,Punjab Circle,Punjab West Region,Jalandhar Division,Khambra BO,144026,BO,Delivery,JALANDHAR,PUNJAB,31.3534,75.6171
1573,91330,Punjab Circle,Punjab West Region,Jalandhar Division,Talhan BO,144101,BO,Delivery,JALANDHAR,PUNJAB,31.3404,75.6717
1574,91331,Punjab Circle,Punjab West Region,Kapurthala Division,Kang Saboo BO,144630,BO,Delivery,JALANDHAR,PUNJAB,31.11101,75.7386
1578,91335,Punjab Circle,Punjab West Region,Kapurthala Division,Kahlwan BO,144805,BO,Delivery,JALANDHAR,PUNJAB,31.3260222,75.5761759
1603,91769,Punjab Circle,Punjab West Region,Jalandhar Division,Dhina BO,144022,BO,Delivery,JALANDHAR,PUNJAB,31.300299,75.630428
1606,91772,Punjab Circle,Punjab West Region,Jalandhar Division,Kotla BO,144106,BO,Delivery,JALANDHAR,PUNJAB,31.4736,75.7578
1610,91776,Punjab Circle,Punjab West Region,Jalandhar Division,Dhaliwal BO,144002,BO,Delivery,JALANDHAR,PUNJAB,31.37426,75.512
1612,91778,Punjab Circle,Punjab West Region,Jalandhar Division,Dolike Sunderpur BO,144302,BO,Delivery,JALANDHAR,PUNJAB,30.9987,75.1651
1628,91794,Punjab Circle,Punjab West Region,Jalandhar Division,Karnana BO,144513,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.1343,76.046
1630,91827,Punjab Circle,Punjab West Region,Jalandhar Division,Allachaur BO,144514,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.0567,76.1557
1633,91859,Punjab Circle,Punjab West Region,Jalandhar Division,Bharoli BO,144503,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.2222,75.8846
1636,91934,Punjab Circle,Punjab West Region,Jalandhar Division,Kahlon BO,144517,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
1639,91937,Punjab Circle,DivReportingCircle,Patiala Division,Gulhar BO,147105,BO,Delivery,PATIALA,PUNJAB,29.86,76.07
1643,91941,Punjab Circle,DivReportingCircle,Patiala Division,Behmna BO,147101,BO,Delivery,PATIALA,PUNJAB,30.17,76.12
1644,91942,Punjab Circle,Punjab West Region,Jalandhar Division,Hansron BO,144421,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.1005,76.0379
1648,91972,Punjab Circle,Punjab West Region,Kapurthala Division,Akbarpur BO,144621,BO,Delivery,KAPURTHALA,PUNJAB,31.5423317,75.5058241
1649,91973,Punjab Circle,Punjab West Region,Kapurthala Division,Muddowal BO,144802,BO,Delivery,KAPURTHALA,PUNJAB,31.5423317,75.5058241
1655,91980,Punjab Circle,Punjab West Region,Jalandhar Division,Randhawa Masanda BO,144004,BO,Delivery,JALANDHAR,PUNJAB,31.3215,75.5925
1660,91985,Punjab Circle,Punjab West Region,Jalandhar Division,Kandola BO,144103,BO,Delivery,JALANDHAR,PUNJAB,31.4236,75.7569
1674,91999,Punjab Circle,Punjab West Region,Jalandhar Division,Daroli Khurd BO,144104,BO,Delivery,JALANDHAR,PUNJAB,31.4031,75.756
1679,92316,Punjab Circle,Punjab West Region,Jalandhar Division,Jallowal BO,144303,BO,Delivery,JALANDHAR,PUNJAB,31.4328,75.6508
1683,92320,Punjab Circle,Punjab West Region,Jalandhar Division,Khurla BO,144003,BO,Non Delivery,JALANDHAR,PUNJAB,31.3384,75.3531
1685,92322,Punjab Circle,Punjab West Region,Jalandhar Division,Malpur BO,144508,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.300299,75.630428
1694,92968,Punjab Circle,DivReportingCircle,Patiala Division,Bazidpur BO,140412,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.72,76.42
1699,92973,Punjab Circle,DivReportingCircle,Patiala Division,Barwali Khurd BO,141411,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.78,76.27
1703,92977,Punjab Circle,DivReportingCircle,Patiala Division,Pharaur BO,141801,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.8,76.31
1704,92978,Punjab Circle,DivReportingCircle,Patiala Division,Shahpur BO,147301,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.66,76.23
1705,92979,Punjab Circle,DivReportingCircle,Patiala Division,Bhamarsibuland BO,140405,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.56,76.31
1707,92981,Punjab Circle,DivReportingCircle,Patiala Division,Amrala BO,140802,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.82,76.38
1708,92982,Punjab Circle,Punjab West Region,Hoshiarpur Division,Nangal Khunga BO,144212,BO,Delivery,HOSHIARPUR,PUNJAB,31.24,76.22
1709,92983,Punjab Circle,Punjab West Region,Hoshiarpur Division,Argowal BO,144207,BO,Delivery,HOSHIARPUR,PUNJAB,31.42,75.89
1712,92986,Punjab Circle,Punjab West Region,Hoshiarpur Division,Saggran BO,144221,BO,Delivery,HOSHIARPUR,PUNJAB,31.02,75.45
1715,92989,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bariana BO,144208,BO,Delivery,HOSHIARPUR,PUNJAB,31.84,75.84
1717,92991,Punjab Circle,Punjab West Region,Hoshiarpur Division,Chowki Patiari BO,144209,BO,Delivery,HOSHIARPUR,PUNJAB,30.23,74.12
1720,92994,Punjab Circle,Punjab West Region,Hoshiarpur Division,Behlakhan BO,144223,BO,Delivery,HOSHIARPUR,PUNJAB,31.46,74.13
1724,92998,Punjab Circle,Punjab West Region,Hoshiarpur Division,Ghorewaha BO,146116,BO,Delivery,HOSHIARPUR,PUNJAB,31.12,75.13
1725,92999,Punjab Circle,Punjab West Region,Hoshiarpur Division,Dhugga Kalan BO,144305,BO,Delivery,HOSHIARPUR,PUNJAB,31.62,74.13
1728,93002,Punjab Circle,Punjab West Region,Hoshiarpur Division,Jalalpur BO,144202,BO,Delivery,HOSHIARPUR,PUNJAB,31.46,75.36
1729,93003,Punjab Circle,Punjab West Region,Hoshiarpur Division,Hoshiarpur Kalota BO,144211,BO,Delivery,HOSHIARPUR,PUNJAB,31.5143178,75.911483
1732,93006,Punjab Circle,Punjab West Region,Hoshiarpur Division,Baja Chak BO,144214,BO,Delivery,HOSHIARPUR,PUNJAB,30.84,75.12
1735,93009,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bassi Jalal Khan BO,144204,BO,Delivery,HOSHIARPUR,PUNJAB,30.56,74.12
1737,93011,Punjab Circle,Punjab West Region,Hoshiarpur Division,SHERGARH BO,146023,BO,Delivery,HOSHIARPUR,PUNJAB,31.24,75.91
1742,93050,Punjab Circle,DivReportingCircle,Patiala Division,Bhagrana BO,140602,BO,Delivery,FATEHGARH SAHIB,PUNJAB,30.6,76.57
1751,93059,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bhagowal BO,146113,BO,Delivery,HOSHIARPUR,PUNJAB,31.515963,75.91
1755,93063,Punjab Circle,Punjab West Region,Hoshiarpur Division,Fatehpur BO,144222,BO,Delivery,HOSHIARPUR,PUNJAB,31.45,75.45
1758,93066,Punjab Circle,Punjab West Region,Hoshiarpur Division,Kukanet BO,144206,BO,Delivery,HOSHIARPUR,PUNJAB,31.56,75.46
1768,93076,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bombeli BO,146101,BO,Delivery,HOSHIARPUR,PUNJAB,31.06,75.84
1771,93079,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bachhohi BO,146102,BO,Delivery,HOSHIARPUR,PUNJAB,31.02,75.96
1776,93118,Punjab Circle,Punjab West Region,Hoshiarpur Division,Garhi Mansowal BO,144523,BO,Delivery,HOSHIARPUR,PUNJAB,31.42,75.84
1778,93120,Punjab Circle,Punjab West Region,Hoshiarpur Division,Dhada Kalan BO,144520,BO,Delivery,HOSHIARPUR,PUNJAB,31.58,75.84
1781,93123,Punjab Circle,Punjab West Region,Hoshiarpur Division,Lalwan BO,144530,BO,Delivery,HOSHIARPUR,PUNJAB,31.08,75.84
1785,93128,Punjab Circle,Punjab West Region,Jalandhar Division,Chak Dana BO,144422,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.0536,75.9645
1792,93135,Punjab Circle,DivReportingCircle,Patiala Division,Allowal BO,147006,BO,Delivery,PATIALA,PUNJAB,30.43,76.28
1793,93136,Punjab Circle,DivReportingCircle,Patiala Division,Ajrawar BO,140701,BO,Delivery,PATIALA,PUNJAB,30.37,76.54
1797,93140,Punjab Circle,DivReportingCircle,Patiala Division,Nanhera BO,140417,BO,Delivery,PATIALA,PUNJAB,30.46,76.7
1802,93145,Punjab Circle,Punjab West Region,Hoshiarpur Division,Garhi Qanogaon BO,144521,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.05,75.41
1804,93147,Punjab Circle,Punjab West Region,Hoshiarpur Division,Nighi BO,144522,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,31.25,75.81
1822,93395,Punjab Circle,Punjab West Region,Hoshiarpur Division,Mundian Jattan BO,146114,BO,Delivery,HOSHIARPUR,PUNJAB,31.45,75.42
1823,93396,Punjab Circle,Punjab West Region,Hoshiarpur Division,Begumpur Jandiala BO,146115,BO,Delivery,HOSHIARPUR,PUNJAB,31.25,74.89
1832,93405,Punjab Circle,Punjab West Region,Hoshiarpur Division,Bhilowal BO,146104,BO,Delivery,HOSHIARPUR,PUNJAB,31.12,75.84
1838,93411,Punjab Circle,Punjab West Region,Hoshiarpur Division,Chohal BO,146024,BO,Delivery,HOSHIARPUR,PUNJAB,31.84,74.13
1839,93848,Punjab Circle,DivReportingCircle,Chandigarh Division,Rel B.O,144533,BO,Non Delivery,Shahid Bhagat Singh Nagar,PUNJAB,,
1840,94305,Punjab Circle,Punjab West Region,Gurdaspur Division,Bharial BO,143525,BO,Delivery,GURDASPUR,PUNJAB,32.2,75.33
1841,94306,Punjab Circle,Punjab West Region,Gurdaspur Division,Hayat Nagar BO,143520,BO,Delivery,GURDASPUR,PUNJAB,32.04,75.36
1842,94591,Punjab Circle,Punjab West Region,Gurdaspur Division,Khojepur BO,143530,BO,Delivery,GURDASPUR,PUNJAB,32.07,75.45
1845,94678,Punjab Circle,Punjab West Region,Hoshiarpur Division,Degham BO,144527,BO,Delivery,HOSHIARPUR,PUNJAB,31.25,75.41
1853,94692,Punjab Circle,DivReportingCircle,Patiala Division,Ramgarh BO,140601,BO,Delivery,PATIALA,PUNJAB,30.64,76.88
1854,94693,Punjab Circle,DivReportingCircle,Patiala Division,Lachru Kalan BO,140702,BO,Delivery,PATIALA,PUNJAB,30.15,76.63
1858,94697,Punjab Circle,Punjab West Region,Hoshiarpur Division,Amroh BO,144224,BO,Delivery,HOSHIARPUR,PUNJAB,28.9,78.46
1861,94700,Punjab Circle,Punjab West Region,Hoshiarpur Division,Manhota BO,144213,BO,Delivery,HOSHIARPUR,PUNJAB,31.8,75.81
1903,94888,Punjab Circle,Punjab West Region,Jalandhar Division,Lallian BO,144028,BO,Delivery,JALANDHAR,PUNJAB,31.3524,75.6171
1910,95037,Punjab Circle,Punjab West Region,Jalandhar Division,Kalra BO,144030,BO,Non Delivery,JALANDHAR,PUNJAB,31.4087,75.8055
1937,95608,Punjab Circle,Punjab West Region,Faridkot Division,Kapure BO,142054,BO,Delivery,MOGA,PUNJAB,30.8127248,75.1664797
1949,95719,Punjab Circle,Punjab West Region,Faridkot Division,Dina BO,142046,BO,Delivery,MOGA,PUNJAB,30.5186108,75.2347756
1961,96258,Punjab Circle,DivReportingCircle,Chandigarh Division,Bassian Brahman BO,140413,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
1964,96261,Punjab Circle,DivReportingCircle,Chandigarh Division,Daun Majra BO,140301,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
1968,96265,Punjab Circle,DivReportingCircle,Chandigarh Division,Kubaheri BO,140109,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
1969,96266,Punjab Circle,DivReportingCircle,Chandigarh Division,Mundhon Kalan BO,140103,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
1971,96268,Punjab Circle,DivReportingCircle,Chandigarh Division,Geega Majra BO,140307,BO,Delivery,S.A.S Nagar,PUNJAB,30.9666111,76.3715277
1980,96553,Punjab Circle,DivReportingCircle,Chandigarh Division,Agampur BO,140118,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
1981,96554,Punjab Circle,DivReportingCircle,Chandigarh Division,Hafizabad BO,140111,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
1983,96556,Punjab Circle,Punjab West Region,Gurdaspur Division,Ghiala BO,145101,BO,Delivery,PATHANKOT,PUNJAB,32.16,75.65
1986,96559,Punjab Circle,Punjab West Region,Gurdaspur Division,Badhani BO,145001,BO,Delivery,PATHANKOT,PUNJAB,32.33,75.76
1990,96563,Punjab Circle,Punjab West Region,Gurdaspur Division,Panjore BO,145023,BO,Delivery,PATHANKOT,PUNJAB,32.29,75.56
1995,96579,Punjab Circle,DivReportingCircle,Chandigarh Division,Daroli BO,140133,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
1998,96582,Punjab Circle,DivReportingCircle,Chandigarh Division,Katlaur BO,140112,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2001,96585,Punjab Circle,DivReportingCircle,Chandigarh Division,Swamipur BO,140126,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2002,96586,Punjab Circle,DivReportingCircle,Chandigarh Division,Thaluh BO,140123,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2003,96587,Punjab Circle,DivReportingCircle,Chandigarh Division,Lodhi Majra BO,140113,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2004,96623,Punjab Circle,DivReportingCircle,Chandigarh Division,Massewal BO,140115,BO,Delivery,RUPNAGAR,PUNJAB,30.3876944,76.5883888
2005,96624,Punjab Circle,DivReportingCircle,Chandigarh Division,Jhinjari BO,140116,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2006,96625,Punjab Circle,DivReportingCircle,Chandigarh Division,Barsalpur BO,140102,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2009,96628,Punjab Circle,DivReportingCircle,Chandigarh Division,Pathreri Jattan BO,140108,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
2013,96632,Punjab Circle,DivReportingCircle,Chandigarh Division,Nangal Talwara BO,140124,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
2014,96633,Punjab Circle,DivReportingCircle,Chandigarh Division,Katta Sabour B.O,140128,BO,Delivery,RUPNAGAR,PUNJAB,30.9666111,76.3715277
2036,96717,Punjab Circle,Punjab West Region,Hoshiarpur Division,Dihana BO,144406,BO,Delivery,HOSHIARPUR,PUNJAB,30.45,75.42
2041,96722,Punjab Circle,Punjab West Region,Hoshiarpur Division,Jangliana BO,146103,BO,Delivery,HOSHIARPUR,PUNJAB,31.21,75.45
2065,96848,Punjab Circle,DivReportingCircle,Patiala Division,Bhankher BO,147103,BO,Delivery,PATIALA,PUNJAB,30.27,76.52
2071,96881,Punjab Circle,Punjab West Region,Kapurthala Division,Kudowal BO,144803,BO,Delivery,JALANDHAR,PUNJAB,31.4927899,75.4620901
2073,96975,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Binjal BO,142032,BO,Delivery,LUDHIANA,PUNJAB,30.687615,75.532037
2076,96978,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Nanaksar BO,142036,BO,Delivery,LUDHIANA,PUNJAB,30.801516,75.421362
2077,96979,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Kailey BO,141107,BO,Delivery,LUDHIANA,PUNJAB,30.709309,75.674628
2080,96982,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Lakha BO,142031,BO,Delivery,LUDHIANA,PUNJAB,30.640218,75.449039
2081,96983,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Dhaipai BO,142029,BO,Delivery,LUDHIANA,PUNJAB,30.779544,75.724065
2084,96986,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Sujapur BO,142030,BO,Delivery,LUDHIANA,PUNJAB,25.069081,88.137679
2086,96988,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Lalton Khurd BO,142022,BO,Delivery,LUDHIANA,PUNJAB,30.853737,75.758952
2089,96991,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Malakpur BO,142027,BO,Delivery,LUDHIANA,PUNJAB,30.928116,75.739329
2090,96992,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Pamali BO,142021,BO,Delivery,LUDHIANA,PUNJAB,30.824324,75.747324
2091,96993,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Raqba BO,141422,BO,Delivery,LUDHIANA,PUNJAB,30.813234,75.648448
2092,96994,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Jangpura BO,141101,BO,Delivery,LUDHIANA,PUNJAB,28.582103,77.248525
2096,96998,Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Bhanohar BO,141102,BO,Delivery,LUDHIANA,PUNJAB,30.84853,75.712434
2110,97161,Punjab Circle,DivReportingCircle,Chandigarh Division,Chhatt BO,140603,BO,Delivery,S.A.S Nagar,PUNJAB,30.692051,76.69841
2121,97250,Punjab Circle,DivReportingCircle,Chandigarh Division,Behrampur BO,140125,BO,Delivery,RUPNAGAR,PUNJAB,30.692051,76.69841
